eta,phi,pt,charge,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision
-1.39627,3.07017,0.957975,1,0,0,0.996151,0.459723,1.17522,1.17522,0,1,,-999,0,0,,,1
-2.17946,2.55879,1.39467,1,0,0.84926,0,1,0,0,0,1.68489,,-999,0,0,,,1
1.75926,-2.28381,1.2268,-1,0.928657,0,0,-1,0,0,0,0,,-999,0,0,,,1
-0.513988,2.34714,0.703637,-1,2.03486,1.82499,0.762843,0.728176,2.06755,1.06045,0,0,,-999,0,0,,,1
0.629632,-2.39621,18.4813,-1,6.17437,2.08916,6.4937,0.55427,1.27726,0.788433,0.788433,1.58829,,-999,0,0,,,1
-2.29164,-0.329336,19.0049,1,15.0545,3.30316,1.36395,0.918357,0.176029,0.0615952,0.106876,1.98005,,-0.739164,0,0,,,1
0.0304472,1.85462,55.0834,-1,22.5041,1.57952,20.7196,0.614053,1.72165,1,1.40355,2.44425,,-0.181776,0,0,,,1
1.11248,0.368768,16.4481,-1,22.7882,4.28506,6.74506,0.714367,1.46907,0.608057,0.439158,3.34053,,-0.599176,0,0,,,1
-1.00195,1.10964,3.54371,1,0,0,0.480413,0.850504,0.795558,0.795558,0,0,,-999,0,0,,,1
-1.95649,1.01411,4.22572,1,0,0,0.875904,0.476522,1.08454,0.345129,0,0.795956,,-999,0,0,,,1
-1.08943,-2.48517,2.48404,1,0.914845,0,0.952136,0.0878759,1.53527,0.780948,0,0,,-999,0,0,,,1
-1.43421,-0.910109,5.53897,-1,0,1.18795,1.5386,0.671322,0.704386,0.38152,0,1.33064,,-999,0,0,,,1
0.132392,-2.82314,2.69536,-1,0,3.16562,3.54305,0.544269,8.08366,7.08366,1,0,,-999,0,0,,,1
-0.372112,-1.91227,20.7224,1,3.40567,0,24.6076,0.372459,13.8843,10.5278,11.417,8.24061,,-999,0,0,,,1
-3.73276,1.30812,9.0513,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.81565,0.257325,11.7133,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.58914,-2.65149,9.39339,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.20634,-0.430783,10.5176,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.55534,2.45416,11.1366,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.92763,-0.947873,6.65556,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.63073,-0.217137,15.2604,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
0.0675344,-1.0256,5.05464,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.94512,0.166586,3.23218,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.18767,-0.267367,3.63282,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.58309,1.67342,3.77571,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.2452,1.85839,3.95465,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-0.634538,-0.830561,3.95522,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.28415,2.69451,3.96848,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
0.545817,-0.520113,4.31385,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.62823,-1.41946,4.53661,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-0.885605,1.85838,4.79822,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.63641,-2.49267,4.86855,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.5165,-2.10822,4.93843,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.43023,0.468004,4.98929,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.47635,-1.36164,8.71616,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.91541,3.0726,5.25757,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.50735,-2.08501,5.44471,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.50233,-0.574879,5.77878,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-1.6396,1.95582,5.82632,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
1.46909,1.25835,5.86538,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.03812,3.05787,6.01674,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.73822,0.443195,6.56078,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.44558,-0.588482,3.01606,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.82426,0.497505,6.82531,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.90054,-1.6422,8.05161,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.65977,2.90441,8.52503,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.20188,-1.03924,1.11456,1,0,0,0,-1,0,0,0,0,,-999,0,0,,,1
-1.73735,-2.64502,0.700505,1,0,0,0.996151,0,1.17629,1.17629,0,0,,-999,0,0,,,1
1.8622,-2.85818,1.24766,-1,0,0,1.83771,0,3.94115,2.31004,0,0,,-999,0,0,,,1
0.873684,-0.947885,1.20253,1,0,0,0.467388,0,0.562252,0.562252,0,0,,-999,0,0,,,1
1.00676,-1.86152,2.17955,-1,0,0,0.679595,0.464997,1.47455,0.93107,0,0,,-999,0,0,,,1
-0.885485,-0.124752,0.978701,1,0,0,0.974347,0,2.05261,1.10519,1.10519,0,,-999,0,0,,,1
0.529223,0.014321,1.07613,1,0,0,6.74506,0,14.034,7.37266,0,0,,-999,0,0,,,1
0.648634,1.43267,1.32644,1,0,0.725941,0.260364,0.862902,0.195561,0.195561,0.195561,0.753865,,-999,0,0,,,1
2.48412,2.11553,1.28235,1,0.966289,0,1.45016,0,2.51546,1.41009,1.10537,0,,-999,0,0,,,1
