pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
9.05213,1.13954,0.301272,1,0.000682574,0.000699007,0.0606236,8.64442,2.68609,12.6973
10.6542,1.18468,0.537341,-1,0.000704508,0.000639955,0.0606858,9.15273,5.45339,15.7885
30.947,-2.29161,-0.329628,1,0.000706808,0.000654026,0.0453549,29.2809,-10.0173,-151.482
