energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
41.7973,1.02117,0.915383,0.30059,0.217467,0.730824,undefined,0.0139391,0.101038,41.8094,0
38.3394,-1.20239,-0.611229,1.51896,0.967812,-2.67129,undefined,0.0158501,0.111081,37.6516,0
16.8617,-1.19925,-0.640879,1.25837,0.827657,-2.6508,undefined,0.0153806,0.0568209,16.4533,0
6.92572,-1.11159,-0.752247,1.32754,0.873623,-2.54666,undefined,0.0181767,0.118785,6.85742,0
2.8629,1.244,0.507693,-1.6081,-1.01395,0.38748,undefined,0.00973031,0.00919165,2.87101,0
1.50109,-0.906245,1.01245,0.305596,0.223047,2.3009,undefined,0.00269484,0.00241375,1.52166,0
