pos_1_x,pos_1_y,pos_1_z,dir_1_x,dir_1_y,dir_1_z,pos_2_x,pos_2_y,pos_2_z,dir_2_x,dir_2_y,dir_2_z
0.000740095,0.000473448,-0.00731277,-1.37941,-0.15175,0.744597,-1.14893,0.553298,0.717469,-0.713937,1.14631,0.731013
0.000724548,0.000663943,0.0587743,-0.947255,-0.131792,1.58058,-0.938651,0.8632,2.49602,0.0520586,0.893119,1.51892
0.000713176,0.000744736,0.0107399,-0.939028,-0.0963854,-2.33344,-0.735476,-0.885875,-3.16813,0.0607188,-0.84096,-2.13007
0.000743998,0.000532937,0.0588276,-1.3554,-0.211123,2.04244,-0.957346,-0.842428,2.0824,-0.366465,-1.26734,1.98952
0.000709365,0.000703334,0.0585932,-0.941599,-0.225492,2.48231,-0.637547,-0.882095,3.16813,0.065685,-0.85488,2.28107
0.000739367,0.000585946,0.0590003,-3.25175,-1.07045,3.15608,-1.0977,-0.649031,1.24415,-2.48033,-2.30865,3.12314
0.00100915,5.54994e-05,-0.00755269,-0.710504,-0.364632,-0.143082,-0.962853,0.836118,-0.298822,0.264425,0.7239,-0.137462
0.000716088,0.000639376,0.059221,-1.19275,-0.601421,2.50447,-0.638115,-1.10409,2.60542,0.0708136,-1.27701,2.42497
0.000745475,0.000585582,0.0589863,-13.1824,-8.07675,13.8697,-1.11768,-0.613993,1.20435,-13.8436,-6.78024,13.8299
0.000747366,0.000585642,0.0590001,-9.93881,-6.99817,12.9395,-1.08485,-0.670306,1.41772,-10.6668,-5.74372,12.889
0.000867808,0.000452016,-0.00643563,-0.783469,-0.712605,2.94975,-1.05894,-0.124621,3.16813,-0.850041,0.449705,2.71273
0.000689924,0.000650895,-0.00708352,-2.22554,-1.86673,1.92227,-0.739251,-1.03909,0.846767,-1.02418,-2.68719,1.90283
0.000810596,0.000536244,0.0592091,-0.538872,-0.596739,-0.400505,0.552664,-1.14924,-0.756252,0.765309,0.0579904,-0.384517
0.000719466,0.000610306,-0.00716618,-0.232754,-0.889606,-1.56228,-1.19064,-0.456696,-2.59639,-0.706836,0.473508,-1.49784
0.000726828,0.000608405,-0.00696325,-0.41621,-1.69281,2.90505,-0.794042,-0.997845,2.18314,-1.52562,-0.777059,2.85505
0.00084174,0.000572103,0.00985737,-0.264705,-0.838616,-1.27062,0.818733,-0.977678,-2.21313,0.813475,0.115127,-1.22003
0.00117343,0.000533378,-0.00730608,-0.145374,-0.86289,-1.44167,-1.1843,-0.472875,-2.57572,-0.625508,0.490769,-1.35935
0.000698038,0.00061222,-0.00709266,-0.193056,-1.53403,-0.510497,0.462533,-1.18839,-0.445369,1.15818,-0.979603,-0.499717
0.000721604,0.000608642,-0.00701477,0.0839033,-1.97651,0.87412,-0.42206,-1.20336,0.573548,-1.28341,-1.4672,0.865599
