isValid,isFake,pos,xError,yError,zError,chi2,ndof
1,0,0.000730393,0.00058465,0.0810223,1.24255e-05,7.83875e-06,2.33969e-05,79.1344,91.8456
1,0,0.000717037,0.000583696,0.0154612,1.72784e-05,1.86469e-05,1.9843e-05,101.921,140.901
1,0,0.000742973,0.000645102,-0.0882286,3.26487e-05,2.83019e-05,6.21422e-05,26.9036,33.8571
1,0,0.000725132,0.000610871,0.0375827,3.55629e-05,3.66233e-05,3.42196e-05,31.7785,56.9565
1,0,0.00073478,0.000597141,-0.00773736,3.2125e-05,4.28666e-05,4.16747e-05,32.5687,55.0814
1,0,0.00074872,0.000595279,-0.0309633,6.41739e-05,3.60032e-05,5.54368e-05,10.138,15.6497
1,0,0.000797087,0.000608024,-0.0167814,4.7012e-05,7.03672e-05,8.95627e-05,13.6346,20.1817
1,0,0.000733819,0.000567861,-0.0178912,7.04316e-05,8.99582e-05,0.000106776,13.0162,22.3245
1,0,0.000608777,0.00069268,-0.0106153,9.50919e-05,6.25637e-05,6.69441e-05,10.6903,15.5827
1,0,0.000677574,0.000699831,-0.055904,6.72878e-05,7.40479e-05,8.95188e-05,20.8471,19.3918
1,0,0.000762281,0.000772421,0.0410229,0.000115816,8.44013e-05,0.000108451,17.0385,11.8762
1,0,0.000561668,0.000606627,0.0308024,0.00012698,0.000159948,0.000191201,13.241,11.5279
1,0,0.000700483,0.000648182,0.0927462,0.000112336,0.000157617,0.000143573,4.62285,6.87084
1,0,0.00084653,0.000703636,-0.0386643,0.000188365,0.000242428,0.000393594,2.05605,4.8251
1,0,0.000519515,0.00112902,-0.0130795,0.000219122,0.000258848,0.000160211,0.344476,0.933092
