eta,phi,pt,charge,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision
1.79567,2.69545,1.14334,-1,0,0,1.30076,0,1.82918,0.867474,0,0,,-999,0,0,,,1
-1.16147,1.8991,1.49612,1,0,0,0,-1,0,0,0,0,,-999,0,0,,,1
-0.1317,-2.98108,2.76093,1,0,0.575528,0,1,0,0,0,1.21004,,-999,0,0,,,1
1.31095,-0.528006,0.896462,1,0,0.662758,1.62689,0.114801,7.76961,2.08722,2.08722,0,,-999,0,0,,,1
-1.0456,-1.68945,0.600123,-1,1.20963,0,0,-1,0,0,0,0,,-999,0,0,,,1
0.0874512,2.27813,1.11362,1,2.13682,0,1.22382,0.167408,1.2978,1.12799,0,0,,-999,0,0,,,1
1.01226,1.18803,3.61822,-1,1.01889,2.55767,1.97235,0.385908,2.4723,1.17392,0.796644,1.04485,,-999,0,0,,,1
0.436223,-3.04083,92.2909,1,5.63037,0,67.3477,0.278728,0.948158,0.854186,0.948158,0.366405,,-0.42708,0,0,,,1
1.96375,-2.91077,7.52957,1,6.94992,0,3.91507,0.379237,2.3085,1.03247,1.97658,1.41031,,-999,0,0,,,1
-2.13836,3.06047,8.64223,1,5.90747,3.70893,6.73877,0.453008,0.987158,0.762066,0.762066,0.580728,,-999,0,0,,,1
1.83104,0.0238664,36.6099,1,30.6536,14.1996,19.6692,0.449295,1.0458,0.549513,0.769036,0.832899,,-999,0,0,,,1
1.76063,0.817415,5.22675,1,0.70753,0,1.01666,0.715716,1.62131,0.759705,0.86161,0,,-999,0,0,,,1
2.72649,1.5832,1.51005,1,0,1.00694,0.775565,0.657626,3.19025,2.19373,0.996519,0.319861,,-999,0,0,,,1
1.04381,0.0231035,3.07371,-1,4.53773,0,1.02484,0.286102,11.1671,2.10129,1.40729,0,,-999,0,0,,,1
3.46495,2.11798,5.14855,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.87401,2.19942,16.7115,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.89716,-2.19539,16.6484,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.04557,-2.83412,13.3341,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.96088,-2.71489,12.9641,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.88147,0.779572,10.2704,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.81968,3.04609,9.44632,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
0.308019,-0.43798,9.29166,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.60993,0.340818,12.8865,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.53602,-0.919589,4.45827,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-1.09505,2.80599,5.2282,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.5688,-0.735206,3.19854,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.56323,-0.414342,5.07849,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.33242,-1.87428,5.03051,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.53994,2.77465,5.02337,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.80449,2.22077,4.59322,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.32386,2.42284,4.56876,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.33256,3.07833,4.56661,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.05057,2.02102,5.33417,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.7863,-2.41948,4.38599,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
0.124974,-1.60634,4.21344,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.58122,-2.22293,3.92631,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-0.269675,-0.921293,3.76816,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-1.83819,1.60589,3.38607,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.47573,0.431006,3.32265,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.43398,-0.396166,3.29066,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.81335,-0.370179,3.2289,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.34857,-2.29221,6.98322,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
1.18254,1.78433,8.85011,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.80532,-2.35684,8.47497,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.52335,1.80758,8.41254,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.89388,-1.07625,8.20745,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.08075,-1.29373,8.19408,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.93152,-1.58696,7.47941,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.81226,2.73936,7.22934,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.18368,-1.41536,7.05528,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.96889,-0.119761,8.95874,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.87049,0.919225,6.19593,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.86408,-0.965859,6.1501,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.70408,-1.75329,6.03944,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.45053,1.51987,5.89032,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.42214,-1.82728,5.87646,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.16147,-0.0989374,5.86411,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.9278,0.777309,5.60731,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
