detid,fraction,front_1_x,front_1_y,front_1_z,front_2_x,front_2_y,front_2_z,front_3_x,front_3_y,front_3_z,front_4_x,front_4_y,front_4_z,back_1_x,back_1_y,back_1_z,back_2_x,back_2_y,back_2_z,back_3_x,back_3_y,back_3_z,back_4_x,back_4_y,back_4_z
838940864,1,-1.29151,-0.0225669,0.671209,-1.30047,-0.0231853,0.65052,-1.29896,-0.0450765,0.65052,-1.29001,-0.0442931,0.671209,-1.50053,-0.0369816,0.766148,-1.51093,-0.0376984,0.742167,-1.50917,-0.0632131,0.742167,-1.49879,-0.0623052,0.766148
838941376,1,-1.29151,-0.022567,0.696394,-1.30079,-0.0232074,0.675848,-1.29928,-0.0450985,0.675848,-1.29001,-0.0442932,0.696394,-1.49903,-0.0368782,0.794583,-1.5098,-0.0376206,0.770768,-1.50804,-0.0631353,0.770768,-1.49729,-0.0622018,0.794583
838940352,1,-1.29151,-0.022567,0.646197,-1.30015,-0.0231631,0.62537,-1.29864,-0.0450542,0.62537,-1.29001,-0.0442932,0.646196,-1.50198,-0.0370816,0.737862,-1.512,-0.0377725,0.713722,-1.51024,-0.0632872,0.713722,-1.50024,-0.0624052,0.737862
838939840,1,-1.29151,-0.022567,0.621349,-1.29983,-0.0231407,0.60039,-1.29832,-0.0450318,0.60039,-1.29001,-0.0442932,0.621349,-1.50338,-0.037178,0.709718,-1.51302,-0.0378431,0.685425,-1.51126,-0.0633578,0.685425,-1.50163,-0.0625015,0.709719
838941888,1,-1.29151,-0.022567,0.721761,-1.30111,-0.0232293,0.701362,-1.2996,-0.0451204,0.701362,-1.29001,-0.0442932,0.721761,-1.49748,-0.0367713,0.823177,-1.50862,-0.0375391,0.799532,-1.50686,-0.0630538,0.799532,-1.49574,-0.0620949,0.823177
838940865,1,-1.29224,-0.0450335,0.671209,-1.3012,-0.0458002,0.65052,-1.29892,-0.0676253,0.65052,-1.28998,-0.0666941,0.671209,-1.50101,-0.0631532,0.766148,-1.51139,-0.064042,0.742167,-1.50874,-0.0894797,0.742167,-1.49838,-0.0884004,0.766148
838941377,1,-1.29224,-0.0450335,0.696394,-1.30152,-0.0458335,0.675848,-1.29924,-0.0676585,0.675848,-1.28998,-0.0666941,0.696394,-1.49951,-0.0629975,0.794583,-1.51027,-0.0639248,0.770768,-1.50762,-0.0893624,0.770768,-1.49688,-0.0882446,0.794583
838940353,1,-1.29224,-0.0450335,0.646197,-1.30088,-0.0457667,0.62537,-1.2986,-0.0675918,0.62537,-1.28998,-0.0666941,0.646196,-1.50245,-0.0633037,0.737862,-1.51246,-0.0641537,0.713722,-1.50981,-0.0895913,0.713722,-1.49982,-0.0885508,0.737862
838939841,1,-1.29224,-0.0450335,0.621349,-1.30055,-0.0457331,0.60039,-1.29828,-0.0675581,0.60039,-1.28998,-0.0666941,0.621349,-1.50385,-0.0634489,0.709718,-1.51348,-0.0642598,0.685425,-1.51083,-0.0896975,0.685425,-1.50122,-0.088696,0.709719
838941889,1,-1.29224,-0.0450335,0.721761,-1.30183,-0.0458665,0.701362,-1.29956,-0.0676915,0.701362,-1.28998,-0.0666941,0.721761,-1.49797,-0.0628365,0.823177,-1.50909,-0.0638021,0.799532,-1.50644,-0.0892397,0.799532,-1.49534,-0.0880836,0.823176
