et,eta,theta,phi
36.0992,2.51793,0.160905,2.83278
35.6511,-2.9503,3.03704,1.36587
34.9243,-1.24419,2.58045,2.51774
32.8494,3.91443,0.0398984,-0.401659
32.4936,-1.55849,2.72674,0.719021
32.5141,-0.893091,2.36445,-0.612874
32.2173,0.566925,1.03201,0.131588
29.9149,2.4603,0.170405,-1.43416
29.973,1.12519,0.627723,-1.76279
28.6413,-3.32665,3.0698,2.68946
28.0553,-3.04124,3.04611,-1.2188
27.8193,-0.46896,2.02346,-1.66476
24.4927,1.78542,0.33236,0.637313
23.9461,-2.74023,3.01266,-2.6287
26.0293,-0.32307,1.88839,1.75238
26.5532,0.108849,1.46216,-2.6679
23.0183,-3.96915,3.10382,1.22741
21.382,-4.21324,3.112,-0.669734
19.5697,1.68187,0.367847,-2.80172
18.9329,3.4446,0.0638136,-2.22009
18.3569,-1.37181,2.64478,-2.50687
17.7699,3.07446,0.092363,1.41483
17.108,-1.7332,2.79177,-1.32554
17.7219,0.921114,0.757692,1.5439
15.7103,3.04644,0.0949846,0.268526
16.29,0.910886,0.764748,-0.771637
15.9774,0.742416,0.888467,2.73591
13.4829,-4.04419,3.10655,-2.49241
13.3454,-2.48613,2.97551,-0.312817
12.6859,4.63781,0.0193571,-2.12142
12.0013,-2.96999,3.03907,0.528811
11.6102,-2.265,2.93467,2.24221
10.5876,-4.32628,3.11516,2.30148
10.7787,-0.0307834,1.60157,0.725897
9.55047,3.88148,0.0412349,2.86594
8.22373,1.98826,0.272175,-0.584584
8.04863,-0.36356,1.9266,2.8724
7.34786,1.82011,0.321226,2.24462
7.02565,4.15645,0.0313237,0.873625
6.75939,-3.68612,3.09147,-0.0406266
6.66042,-1.41045,2.66288,1.58416
5.85029,4.55995,0.0209244,2.10588
6.03169,-0.870296,2.34833,0.0911615
5.01632,-4.7659,3.12456,0.232437
4.81285,3.02732,0.096815,-0.853362
4.81081,-4.90788,3.12682,-2.22089
4.67977,2.67884,0.13707,2.12485
4.06781,-4.69712,3.12335,-1.27664
3.86065,-4.94674,3.12738,2.81633
3.78882,4.80042,0.0164521,-1.01514
3.47985,-5.00624,3.1282,1.52805
3.20268,3.76562,0.046298,-1.42641
