pos_x,pos_y,pos_z
0.0281455,-0.292734,1.54233
0.0380207,-0.375496,1.97075
0.0487082,-0.458344,2.39912
0.0601908,-0.54127,2.82746
0.0724459,-0.624261,3.25575
0.0854464,-0.707288,3.68401
0.0991569,-0.790299,4.11225
0.113529,-0.873202,4.54049
0.128502,-0.955831,4.96876
0.14399,-1.0379,5.39711
0.159867,-1.1189,5.82564
0.176282,-1.19763,6.25458
0.193133,-1.27431,6.68388
0.210165,-1.34982,7.11338
0.227329,-1.42466,7.543
0.244417,-1.49919,7.97269
0.261536,-1.57358,8.4024
0.278568,-1.64796,8.83211
0.294721,-1.72254,9.26182
0.310631,-1.79726,9.69151
0.326182,-1.87216,10.1212
-0.0437436,-0.243621,1.06008
-0.0575302,-0.356552,1.51275
-0.0639962,-0.469898,1.96496
-0.0638922,-0.583162,2.41687
-0.0582857,-0.696006,2.8686
-0.0486161,-0.808325,3.32026
-0.0366276,-0.920288,3.77188
-0.024854,-1.03254,4.22344
-0.0168914,-1.14646,4.67481
-0.0179155,-1.26452,5.12568
-0.0361198,-1.39145,5.57538
-0.0418423,-1.51998,6.02409
-0.00954782,-1.63786,6.47337
0.0455769,-1.74482,6.924
0.114401,-1.84061,7.37651
0.183256,-1.92691,7.83118
0.243927,-2.00743,8.28757
0.307695,-2.08296,8.74495
0.348158,-2.15861,9.20345
0.378556,-2.2341,9.66248
