isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000776301,0.000566474,-0.0306811,3.14132e-05,3.24882e-05,4.0273e-05,36.8207,55.0326
1,0,0.00072939,0.00061991,-0.016732,2.98253e-05,2.8344e-05,3.58909e-05,54.3036,65.9275
1,0,0.000675252,0.000634433,0.0360889,3.6957e-05,3.05831e-05,4.15298e-05,32.758,38.5714
1,0,0.000725787,0.000606028,-0.00553766,3.41038e-05,4.37157e-05,4.33149e-05,27.1547,38.1916
1,0,0.000685435,0.000634807,-0.0190284,3.39073e-05,3.11662e-05,3.81269e-05,20.6607,56.1037
1,0,0.000727299,0.000570262,-0.0664336,3.66944e-05,3.18179e-05,5.304e-05,62.8483,65.7823
1,0,0.000766278,0.000627091,0.0326025,4.37539e-05,4.54638e-05,6.89091e-05,45.4437,38.9412
1,0,0.000653815,0.000555692,0.0887341,4.16794e-05,4.29809e-05,5.50637e-05,40.6222,46.9909
1,0,0.000753229,0.000634571,-0.126888,5.36011e-05,4.28045e-05,5.39375e-05,11.6886,13.5031
1,0,0.000713795,0.000743079,-0.00031609,6.41564e-05,8.20846e-05,7.46826e-05,16.8634,16.5161
1,0,0.000692529,0.000619911,0.011955,5.84436e-05,6.67309e-05,7.93781e-05,21.3597,31.9201
1,0,0.000629585,0.000453594,0.0230869,6.68905e-05,8.81867e-05,0.000107147,16.1054,19.7917
1,0,0.000692517,0.000639077,0.00246199,7.27211e-05,5.93516e-05,8.22501e-05,2.46853,10.7534
1,0,0.000653696,0.00064351,-0.0262673,7.32243e-05,7.59576e-05,7.54629e-05,25.1565,26.6
1,0,0.000759689,0.000716358,-0.0143652,0.000100653,9.9656e-05,0.000115844,18.4031,11.4727
1,0,0.000526723,0.000555237,0.0291928,0.000108392,0.000100542,0.000144041,6.15608,8.63126
1,0,0.00067558,0.000472905,-0.00302469,0.000115205,0.000162501,0.000126746,7.28312,4.46907
1,0,0.00090414,0.000665879,0.00677764,0.000128231,0.000131962,0.000144562,6.67485,10.6356
1,0,0.000518164,0.000436403,-0.0411806,0.000175591,0.000155894,0.000180568,7.00886,6.60801
1,0,0.000727479,0.000904514,-0.081981,0.000261468,0.000341575,0.00078479,2.76406,2.80091
