pos_x,pos_y,pos_z
-0.0412185,0.019837,0.211016
-0.120973,0.0655752,0.504848
-0.195238,0.12309,0.797073
-0.262594,0.192253,1.08788
-0.321547,0.272779,1.37751
-0.370538,0.364178,1.66624
-0.407961,0.465665,1.9544
-0.432199,0.576019,2.24243
-0.441695,0.693322,2.53087
-0.435122,0.814496,2.82048
-0.41175,0.934453,3.11231
-0.393248,1.01899,3.41036
-0.396546,1.05874,3.7144
-0.416104,1.07414,4.02119
-0.44776,1.07754,4.32885
-0.488374,1.07693,4.63621
-0.535493,1.07767,4.94254
-0.587022,1.08357,5.24736
-0.640938,1.09763,5.55033
-0.694846,1.12244,5.85124
-0.745668,1.15871,6.15032
