energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
109.122,1.2311,-0.623947,-0.313265,-0.225069,-0.469091,undefined,0.016086,0.0718647,109.288,0
92.4871,-1.30739,0.320714,-1.73304,-1.07075,2.90103,undefined,0.0167529,0.0988959,88.719,0
24.5841,-1.31289,0.277245,-1.83153,-1.11743,2.93348,undefined,0.0117687,0.112795,22.857,0
6.35531,-1.26263,-0.531848,0.990633,0.67145,-2.74293,undefined,0.0128725,0.0139941,6.2665,0
5.08122,1.12647,-0.760417,-0.62797,-0.44701,-0.593779,undefined,0.018766,0.0963323,4.89865,0
5.13725,-1.02635,0.875487,-1.19009,-0.795568,2.43535,undefined,0.0229798,0.0544171,5.10178,0
3.45775,-1.35277,-0.114294,-0.0876368,-0.0645085,-3.0573,undefined,0.0202401,0.0939912,3.46289,0
4.93416,-1.28109,-0.401472,-2.16149,-1.25428,-2.8379,undefined,0.00835926,0.0159658,4.91849,0
3.1755,-1.21861,-0.621565,-1.00941,-0.683429,-2.66993,undefined,0.0137549,0.012212,3.1687,0
3.53659,-1.31085,0.366097,-1.51384,-0.958587,2.86925,undefined,0.0197754,0.0275491,3.52573,0
3.69648,-1.28603,0.42365,-2.11284,-1.22782,2.82336,undefined,0.0159657,0.0341899,3.58999,0
1.68899,0.638039,1.19906,0.0593842,0.0437073,1.08179,undefined,0.0135059,0.00976136,1.69311,0
1.63068,-0.15079,-1.33868,1.70619,1.05787,-1.68296,undefined,0.00266583,0.0017674,1.64232,0
8.73835,1.2202,-0.592515,-0.389054,-0.283023,-0.452051,undefined,0.013454,0.0953466,8.42059,0
6.52658,1.23113,-0.590218,-0.0516456,-0.0378184,-0.447042,undefined,0.0226232,0.0339696,6.4292,0
