et,eta,theta,phi
349.661,-0.245702,1.81406,-0.493156
193.981,-1.07655,2.48474,2.89159
187.151,2.28194,0.203466,2.35828
51.319,-0.0303033,1.6011,2.90517
50.0405,-0.937889,2.39536,-1.44233
42.032,1.30558,0.529316,2.21289
34.8854,-3.24764,3.0639,-1.25107
31.15,-2.947,3.03669,0.886447
31.1156,3.33481,0.0712127,-0.889621
29.1764,-2.79667,3.01972,-2.9431
29.8796,-1.32663,2.62281,1.79045
28.9009,1.11288,0.63499,0.56739
26.5553,1.91676,0.292071,-1.11503
27.7594,0.756449,0.877624,-2.40105
29.1019,0.282836,1.29166,1.59639
23.2771,-3.9756,3.10406,1.05228
23.2144,2.98269,0.101226,1.28457
23.2732,1.832,0.317493,1.24267
22.5955,2.77727,0.124256,-2.01592
23.0544,-0.649438,2.17887,0.685555
20.9043,-4.10032,3.10846,2.28335
20.3236,1.73529,0.34911,-2.17215
20.0623,2.89131,0.110893,-3.10373
21.1736,-0.547277,2.09264,-2.33122
18.7129,3.30192,0.0735916,0.306902
18.2576,4.32632,0.0264306,-2.88759
18.249,-3.86462,3.09966,-2.01855
17.5666,-1.63351,2.75596,-0.31273
17.3377,2.09319,0.245349,0.0342824
17.9208,0.878297,0.787576,-0.838538
16.972,-2.6444,2.99973,1.90919
16.559,-4.26397,3.11346,-0.332198
16.3371,4.37962,0.0250589,-0.488612
16.1616,-3.15423,3.0563,-0.0979559
15.3188,3.68218,0.0503253,2.17581
15.2426,-1.92807,2.85276,-1.41631
14.7272,0.55743,1.04018,-1.60787
12.6427,3.93915,0.0389246,-1.76608
9.73581,4.17204,0.0308392,1.21076
9.22045,-2.12527,2.90392,0.654445
8.58313,-4.71844,3.12374,-1.68202
8.20878,-1.7009,2.78053,-2.40032
8.03182,-3.93492,3.1025,-3.00278
7.46282,-2.78764,3.01862,-2.03744
7.39901,-4.87037,3.12625,1.00166
6.24985,1.76459,0.339222,3.129
5.69122,-2.99496,3.0416,2.53092
5.52341,4.6721,0.0187047,2.11012
4.64445,0.105002,1.46599,0.528494
3.67787,-2.13863,2.90704,2.83097
3.83765,0.592436,1.01025,2.59161
3.62484,-1.38733,2.65212,0.938191
3.5613,2.45183,0.171847,0.70106
3.31866,-2.34544,2.95056,-0.609806
3.30386,-4.94289,3.12733,3.00727
3.19097,4.40508,0.024429,0.391717
3.24171,-0.503942,2.05467,2.19409
