et,eta,theta,phi
336.728,0.460819,1.12547,1.7003
281.174,0.269592,1.30441,-0.922833
193.094,-0.0838108,1.65451,-2.56029
85.5237,0.767852,0.868885,0.247529
37.8817,-1.35785,2.63808,-2.50366
31.467,2.52407,0.159924,1.12825
29.2474,-0.887231,2.36033,0.19248
26.7331,-0.620289,2.15475,2.24845
23.473,-3.13298,3.05447,1.66162
21.57,1.93793,0.286037,2.22524
21.7947,-1.64053,2.75859,-1.41813
19.3674,-4.13536,3.1096,-2.79557
19.4308,-1.72767,2.78987,1.58343
17.8199,1.9895,0.27184,-2.01664
16.9997,-2.97798,3.03989,-1.00152
16.2124,0.875948,0.789242,2.49042
15.3066,-2.72542,3.01074,2.89023
15.2395,3.20562,0.0810236,-0.31598
15.1548,3.1392,0.0865805,-2.01456
14.2098,-2.94903,3.03691,0.220313
14.25,2.31177,0.197526,-0.759698
13.8689,-2.9414,3.03611,-2.15722
13.2322,1.30864,0.527774,-1.32047
12.4861,3.12145,0.0881297,2.65634
12.4104,-3.95177,3.10316,-1.52064
12.6215,-0.0275068,1.5983,0.798188
12.1621,-1.04201,2.46336,2.97944
11.5323,1.44492,0.463072,0.980432
11.2504,3.78474,0.0454217,1.32592
11.1724,-4.17173,3.11074,1.62979
12.0231,-0.292319,1.85904,-1.63798
10.2562,4.1842,0.0304664,-2.20433
10.0209,1.73979,0.347573,-2.95015
10.0203,-0.74174,2.2526,-0.727239
8.20414,4.20206,0.0299273,2.37623
7.40461,4.00975,0.0362718,0.294452
7.38219,-2.35091,2.9516,0.758121
6.73531,-4.42217,3.11758,-0.629544
6.00155,-2.1669,2.91352,-2.08822
5.96648,4.77823,0.0168214,-0.92694
5.92299,4.71891,0.0178494,1.13691
5.73409,-4.8049,3.12521,2.64885
5.81975,-0.882698,2.35713,1.19261
5.53137,4.54029,0.0213397,-3.11939
5.65744,0.153961,1.41744,2.78965
5.06319,-3.62507,3.08831,0.714052
4.94413,1.9722,0.276526,0.0877176
4.5661,0.979776,0.718234,-2.68234
4.30801,-1.78598,2.80942,-0.543867
4.17936,-4.87091,3.12626,0.648388
3.89232,-0.00436173,1.57516,-0.0435315
3.37145,-3.58609,3.08619,2.58115
