pos_x,pos_y,pos_z
0.0291274,0.0301067,-0.0895972
0.141651,0.166983,-0.391936
0.233686,0.314138,-0.689217
0.304331,0.468974,-0.982426
0.352821,0.62873,-1.27262
0.378539,0.790376,-1.56097
0.381065,0.950451,-1.84883
0.360291,1.10482,-2.13783
0.31665,1.2483,-2.43004
0.251413,1.37402,-2.72825
0.167802,1.4724,-3.03642
0.0994059,1.55565,-3.35131
0.0611164,1.64517,-3.66516
0.0375824,1.74114,-3.97717
0.0190773,1.8426,-4.28724
-0.00121869,1.94808,-4.59564
-0.0284074,2.0554,-4.90297
-0.0662203,2.16169,-5.2102
-0.117376,2.26305,-5.51875
-0.183172,2.3543,-5.83059
-0.262136,2.43076,-6.14767
-0.0471949,-0.0107246,0.068262
-0.400846,-0.0923297,0.024233
-0.755225,-0.16868,-0.0197821
-1.11033,-0.23978,-0.0637991
-1.46616,-0.305627,-0.107835
-1.82271,-0.366182,-0.151908
-2.18,-0.421361,-0.19604
-2.53805,-0.47103,-0.240257
-2.89686,-0.515034,-0.28459
-3.25644,-0.553317,-0.329077
-3.61637,-0.588914,-0.373749
-3.97628,-0.624896,-0.418194
-4.33602,-0.66243,-0.462184
-4.69575,-0.700363,-0.505879
-5.05526,-0.739959,-0.549501
-5.4147,-0.780109,-0.593039
-5.77396,-0.821609,-0.63653
-6.13296,-0.864925,-0.680043
-6.49192,-0.908646,-0.723547
-6.85066,-0.953834,-0.767102
-7.20918,-1.00059,-0.810726
