pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
1.79248,-1,0.00075655,0.000557219,-0.0198427,0.792689,-1.30222,0
28.6307,1,0.000685028,0.000741451,0.0742321,-2.90556,-0.120966,0
