energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
20.473,1.1223,-0.808497,0.168379,0.121433,-0.624281,undefined,0.0145202,0.0212811,20.6083,0
14.9685,-1.07576,0.829162,0.751952,0.528656,2.48493,undefined,0.0189858,0.100904,14.7995,0
10.7079,-1.06865,0.839993,0.647007,0.459642,2.47543,undefined,0.0193227,0.0738006,10.3248,0
9.82437,-1.25778,0.508263,0.572289,0.410253,2.75756,undefined,0.0130675,0.109927,9.59008,0
8.59174,1.13713,-0.749445,0.0627324,0.0460467,-0.582724,undefined,0.0261008,0.0668524,8.41557,0
6.25858,-1.23157,0.594065,0.440402,0.316757,2.69215,undefined,0.0216008,0.043658,6.12908,0
3.64341,-0.268297,1.331,0.0779149,0.0573531,1.76971,undefined,0.0153652,0.0401766,3.65343,0
2.45676,-0.925859,0.986827,0.834547,0.583125,2.32433,undefined,0.0117829,0.0117045,2.43558,0
2.01212,-1.3571,0.143363,0.501541,0.359714,3.03634,undefined,0.00958807,0.0104798,2.03769,0
1.3987,0.685292,-1.17367,-0.457372,-0.330479,-1.04231,undefined,0.00746795,0.00239089,1.4155,0
1.07232,-1.23676,-0.560303,-0.378644,-0.27538,-2.71621,undefined,0.00254537,0.00246978,1.08726,0
