pos_x,pos_y,pos_z
0.0444014,0.00122388,0.048317
0.407618,0.00354724,0.182324
0.770308,-0.000652964,0.315934
1.13245,-0.011385,0.449185
1.49404,-0.0286748,0.582129
1.85502,-0.0526005,0.714833
2.21535,-0.0833179,0.847393
2.57495,-0.121066,0.979954
2.93371,-0.166121,1.11275
3.29146,-0.218594,1.24615
3.64834,-0.275095,1.38072
4.00448,-0.330675,1.51751
4.36014,-0.383964,1.65618
4.71557,-0.435744,1.79587
5.07113,-0.484571,1.93602
5.4267,-0.532304,2.07642
5.7825,-0.578027,2.2168
6.13861,-0.621325,2.357
6.49483,-0.664012,2.49709
6.85134,-0.704793,2.63696
7.20816,-0.743568,2.77654
0.0415161,-0.0224124,0.0552453
0.504219,-0.359111,0.309794
1.10169,-0.963508,0.649899
5.90796,-9.81895,5.10603
4.73309,-3.92517,4.03039
4.24076,-2.26106,3.52901
3.99569,-1.06283,3.14817
3.91408,-0.177747,2.8544
3.92361,0.520944,2.62623
3.99724,1.08482,2.44955
4.12016,1.54379,2.31425
4.28096,1.92074,2.21279
4.39712,2.356,2.12676
4.47656,2.84587,2.04387
