isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000742069,0.000599207,0.0325964,1.52195e-05,9.83751e-06,2.14303e-05,53.3659,59.6811
1,0,0.000725522,0.00057079,-0.0331789,2.47086e-05,2.49639e-05,3.93926e-05,42.8323,52.7853
1,0,0.000702604,0.000586479,0.0496074,2.29445e-05,2.36424e-05,2.88177e-05,62.9884,81.2766
1,0,0.000708773,0.000593644,-0.00276176,2.54063e-05,2.54846e-05,3.6364e-05,51.7083,62.3807
1,0,0.000669816,0.000647717,0.0259176,2.94446e-05,3.11049e-05,3.26675e-05,38.7797,40.6632
1,0,0.000733169,0.000620386,-0.0423262,2.5932e-05,3.43418e-05,3.20049e-05,17.9391,31.6818
1,0,0.000732675,0.000588798,0.0126251,3.09862e-05,3.29812e-05,4.50967e-05,49.0769,69.7089
1,0,0.000749809,0.000574082,0.0220769,3.5925e-05,3.86672e-05,4.83543e-05,38.9678,51.5948
1,0,0.000683627,0.000635233,-0.0186518,4.34033e-05,6.95052e-05,6.21829e-05,23.492,20.4107
1,0,0.000666032,0.00059759,-0.0127036,3.89311e-05,3.68601e-05,4.89509e-05,24.2118,39.7234
1,0,0.000759693,0.000575185,0.0100625,5e-05,3.55691e-05,5.42105e-05,24.3463,38.0052
1,0,0.000763521,0.000644593,0.0580836,5.1198e-05,5.5426e-05,0.000100811,8.07625,12.484
1,0,0.000723075,0.000533193,-0.0414071,5.64397e-05,4.59176e-05,7.10925e-05,19.8419,20.1165
1,0,0.00074212,0.000604572,0.0589128,3.40196e-05,5.44872e-05,6.52939e-05,3.63995,10.7432
1,0,0.000743716,0.000601714,-0.0277518,5.49271e-05,5.65744e-05,0.000102955,26.4151,29.2729
1,0,0.000756845,0.00056475,0.09858,5.20754e-05,4.73852e-05,4.70146e-05,6.17495,9.98805
1,0,0.000778873,0.000609344,0.0528229,5.93736e-05,5.9849e-05,9.29227e-05,23.8432,31.7091
1,0,0.000551907,0.00060881,-0.0312736,6.33266e-05,6.37256e-05,7.16936e-05,15.5912,29.9181
1,0,0.000736555,0.000628583,-0.0898372,8.23957e-05,7.11299e-05,0.000140183,8.4399,20.475
1,0,0.000648559,0.00054489,0.038224,7.1369e-05,7.4645e-05,5.98954e-05,9.32728,9.96223
1,0,0.00057088,0.000562091,0.0243935,9.18813e-05,9.71403e-05,0.000173872,6.51746,14.5736
1,0,0.000748009,0.000761369,0.00277113,6.53673e-05,0.00012154,8.71228e-05,10.4546,12.4916
1,0,0.000882093,0.000749035,-0.0568358,0.000226203,0.0003302,0.000806204,0.913572,2.89316
1,0,0.000726642,0.000408052,0.0193022,0.000239078,0.000180198,0.00027013,3.55446,2.89301
1,0,0.000794399,0.000322295,0.00394707,0.000150684,0.000180132,0.000215427,6.56871,6.60072
1,0,0.000677394,0.000905933,0.0645109,0.000274994,0.000258219,0.000611475,9.52504,0.717005
1,0,0.00242772,0.000689097,-0.0237655,0.000558626,0.000341867,0.000845512,0.068138,0.941145
