et,eta,theta,phi
100.829,-2.57583,2.9897,-2.33275
79.6122,-2.46106,2.97132,0.00615271
65.7997,2.92837,0.106867,2.0051
60.9735,-1.18159,2.54624,-0.139223
42.4293,-0.0813836,1.65209,2.94602
30.8405,-0.507352,2.05769,0.806533
29.2326,0.944582,0.741701,1.36987
23.6912,-2.88438,3.02993,1.99007
22.4653,-1.72363,2.78847,-1.67609
20.7663,-4.1273,3.10934,0.0257003
20.5292,2.0797,0.248645,-1.34041
19.7884,-0.652495,2.18138,-1.57555
18.2441,-3.32257,3.0695,-1.34681
17.9521,3.07989,0.0918642,-0.201614
17.6274,3.4162,0.0656502,-2.26419
17.4454,1.54987,0.41834,-2.93881
16.3131,-1.86331,2.83373,2.9075
14.2577,3.37678,0.0682878,-1.35612
13.9919,2.8034,0.121059,2.86645
13.4892,-0.729801,2.2433,2.00072
12.9638,0.380169,1.19947,-1.92392
11.9862,-2.94351,3.03633,2.99254
11.1564,4.02809,0.0356127,3.13085
12.162,-0.0574304,1.6282,-0.474701
10.5555,4.93901,0.0143231,1.19822
11.0238,0.695604,0.925331,0.429917
9.49359,-3.87526,3.1001,1.2859
9.77418,-0.645893,2.17596,-2.5114
7.95305,2.12981,0.236609,-0.263971
7.70945,-1.99927,2.87236,1.00551
7.53255,-4.75639,3.1244,2.23179
6.77251,-3.92987,3.10231,-2.91856
5.55907,4.20054,0.0299728,-0.704002
5.36894,2.13311,0.235838,0.933001
5.18249,4.17301,0.0308092,2.09546
5.1771,-4.35524,3.11592,-1.27701
5.17442,3.8917,0.0408155,1.00945
4.92164,1.12718,0.626553,-2.13902
4.58247,-1.7227,2.78815,-0.924612
4.59135,1.23651,0.565243,-0.600971
4.4463,4.96038,0.0140203,-1.33983
3.81932,0.673309,0.94326,-3.10184
3.54044,4.88108,0.0151773,0.183713
3.3847,2.2306,0.214107,-2.55174
3.2993,2.99043,0.100447,0.727591
3.37184,0.373885,1.20533,2.25245
3.0948,-1.66049,2.76598,-2.47477
3.04206,-4.68044,3.12304,-2.10663
