pos_x,pos_y,pos_z
-0.0821,-0.00874342,0.33507
-0.110019,-0.0111515,0.449198
-0.137969,-0.0130991,0.563311
-0.165943,-0.0145872,0.67741
-0.193934,-0.0156172,0.791498
-0.221935,-0.0161912,0.905575
-0.249941,-0.0163121,1.01964
-0.277947,-0.0159842,1.13371
-0.305949,-0.0152135,1.24776
-0.333945,-0.0140088,1.36181
-0.361937,-0.0123836,1.47585
-0.389921,-0.0103142,1.58989
-0.417876,-0.00777083,1.70393
-0.44579,-0.00476121,1.81797
-0.473653,-0.0012916,1.93201
-0.501457,0.00263252,2.04606
-0.529193,0.00700621,2.16012
-0.556856,0.0118248,2.2742
-0.584437,0.0170836,2.38828
-0.611932,0.022778,2.50238
-0.639332,0.0289033,2.61649
