pos_x,pos_y,pos_z
-0.0471052,-0.0106503,-0.112311
-0.414613,-0.105638,-0.26716
-0.773458,-0.214404,-0.420864
-1.12328,-0.337226,-0.573762
-1.46349,-0.474714,-0.72622
-1.79307,-0.628053,-0.878655
-2.11041,-0.799255,-1.03157
-2.41307,-0.991456,-1.1856
-2.69747,-1.2093,-1.34167
-2.95848,-1.45945,-1.50107
-3.19213,-1.74632,-1.66573
-3.4227,-2.03834,-1.82965
-3.6731,-2.30568,-1.98724
-3.93712,-2.5559,-2.14068
-4.2135,-2.78997,-2.29118
-4.49772,-3.01388,-2.43967
-4.78897,-3.2281,-2.58718
-5.08703,-3.43247,-2.73427
-5.38862,-3.63198,-2.88086
-5.69465,-3.82458,-3.02782
-6.00498,-4.01025,-3.17547
0.47972,0.0300417,-0.365273
0.767306,0.0387393,-0.530017
1.05447,0.0437068,-0.694888
1.34117,0.0448501,-0.859948
1.62735,0.0420081,-1.02527
1.91294,0.0349115,-1.19093
2.19785,0.0231291,-1.35701
2.48196,0.00598742,-1.52363
2.7651,-0.0175534,-1.6909
3.04704,-0.0491457,-1.85895
3.32746,-0.0912701,-2.02795
3.60856,-0.138953,-2.19484
3.89196,-0.185398,-2.3579
4.17683,-0.230556,-2.5186
4.46265,-0.274502,-2.67785
4.7491,-0.317107,-2.83618
5.03616,-0.357064,-2.9939
5.32352,-0.395825,-3.15128
5.61113,-0.433249,-3.30845
5.89907,-0.468567,-3.46539
6.18722,-0.502291,-3.6222
