energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
88.1021,-1.00912,0.901979,-2.18777,-1.25765,2.4122,undefined,0.0166223,0.098935,83.8122,0
11.1352,0.569696,1.2341,-1.71687,-1.05575,1.13831,undefined,0.0110666,0.00802871,10.882,0
12.9407,0.37929,-1.28769,-2.39658,-1.34328,-1.28435,undefined,0.0097524,0.0158238,12.4075,0
2.22719,0.333597,-1.3226,0.63853,0.45252,-1.32372,undefined,0.00279214,0.00713457,2.2205,0
1.9508,-1.02639,-0.890474,-0.200156,-0.146773,-2.42698,undefined,0.0151871,0.0140725,1.96442,0
1.4623,0.38539,-1.29975,1.04533,0.709923,-1.28254,undefined,0.00257246,0.00225806,1.48226,0
