et,eta,theta,phi
72.8483,-0.971775,2.41808,0.15309
50.7334,-2.26128,2.93391,-3.13822
46.5946,-0.634613,2.16666,2.98452
27.0103,1.85843,0.309345,-2.04455
27.1582,-1.38332,2.65023,-0.831587
24.7319,-3.20877,3.06082,2.39455
24.7223,0.093186,1.47774,-1.87907
21.4678,-3.04927,3.04688,-0.455885
20.8909,2.92154,0.107598,2.61019
21.9818,0.404131,1.17724,2.31219
19.9035,2.65116,0.140905,1.0918
17.9819,-2.33022,2.94766,1.84864
17.1938,-2.98436,3.04053,-1.60848
16.8757,2.93631,0.106023,-0.121005
16.7684,2.0209,0.263535,-0.423787
16.4085,4.63896,0.0193348,-1.59803
17.2233,0.781065,0.858838,-0.694907
15.749,4.23184,0.0290493,1.46728
16.3218,1.18516,0.593349,0.58747
15.5533,3.11022,0.0891233,-2.1832
16.3242,-0.174121,1.74404,1.1775
14.8999,-1.44281,2.67757,-1.73157
13.3794,4.21031,0.0296813,0.133672
13.3291,-4.13751,3.10967,-0.0537428
13.3377,-1.83392,2.8247,0.867982
12.8324,-4.08236,3.10786,-1.26788
12.5968,-3.08926,3.05058,1.02217
13.4078,-0.0939942,1.66465,-0.218073
12.9559,-0.99739,2.43487,1.7977
10.8962,4.53237,0.0215094,2.51637
10.8898,-4.43044,3.11778,2.47738
11.2748,0.728409,0.899386,-2.8307
10.4474,1.79073,0.330633,2.88856
10.2879,3.79175,0.0451046,-3.01766
10.0381,-3.58067,3.08589,-3.0002
10.0738,-1.4013,2.65865,-2.81104
9.58908,3.34804,0.0702778,-1.18632
8.02134,-4.38551,3.11668,1.13962
7.96342,-4.16061,3.1104,-2.23656
8.00112,1.13856,0.619916,-1.62984
7.72234,-2.14435,2.90837,-0.357486
7.44794,1.29207,0.53618,2.09733
5.90672,3.47295,0.0620309,1.89764
5.40123,1.9801,0.274376,1.52288
5.07539,4.01611,0.036042,-2.16171
4.72726,4.88615,0.0151006,-0.687846
4.24885,-2.51873,2.98082,-2.34397
3.48243,4.82791,0.0160061,-2.78286
3.55976,-0.425341,1.98386,-1.1102
3.07892,-4.91729,3.12696,-0.465167
