isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.00075423,0.000594095,0.0674155,2.49538e-05,1.32286e-05,2.04169e-05,63.5088,80.4333
1,0,0.000698696,0.000625061,0.0201909,2.30033e-05,2.05005e-05,2.66053e-05,72.581,90.9296
1,0,0.000737524,0.000616733,-0.0324654,4.03372e-05,2.65985e-05,4.3693e-05,30.994,54.3332
1,0,0.000758539,0.000660787,0.054123,4.04172e-05,4.25495e-05,7.10097e-05,41.558,37.1965
1,0,0.00072082,0.000601011,0.0240465,3.50365e-05,3.12798e-05,3.76579e-05,26.9496,45.2491
1,0,0.000814218,0.000605887,0.0573642,5.30646e-05,4.3291e-05,5.17809e-05,26.4019,35.5395
1,0,0.000656615,0.000600832,0.013292,6.96539e-05,9.00483e-05,9.1369e-05,3.29854,6.75735
1,0,0.000824595,0.000640858,0.0061953,5.65717e-05,4.63406e-05,6.37236e-05,27.1394,39.6434
1,0,0.000739464,0.000580631,-0.0599925,7.91034e-05,5.3893e-05,5.93205e-05,5.82721,10.6378
1,0,0.00069482,0.000646795,0.0263733,6.93679e-05,7.53716e-05,9.9671e-05,15.5775,30.287
1,0,0.000765246,0.00069841,-0.0229242,5.51146e-05,5.62294e-05,7.74463e-05,13.2456,20.3095
1,0,0.000729247,0.000667413,-0.0142943,7.08047e-05,6.04069e-05,7.90037e-05,38.8075,35.9962
1,0,0.000809736,0.000590699,0.13063,8.34181e-05,8.94651e-05,0.000118606,17.1185,17.235
1,0,0.000449554,0.000643664,0.0280026,8.80215e-05,0.000105203,0.000133837,12.4062,8.24219
1,0,0.0006413,0.000696236,0.0157426,0.000150507,0.000119629,0.000352744,4.09441,4.84384
1,0,0.000685798,0.000490359,-0.0993392,0.00015183,0.000168326,0.000177627,1.60662,4.83939
1,0,0.000562087,0.000363078,0.030698,0.000173395,0.000272927,0.000185367,0.412335,2.90282
