pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
4.46306,-1,0.000733906,0.00065297,0.0197851,-0.367009,-1.2389,0
18.1253,1,0.000708533,0.000583397,0.0197611,-0.29803,-1.51091,0
