pos_x,pos_y,pos_z
0.0388413,-0.0137757,-0.04464
0.332023,-0.110259,-0.531741
0.630125,-0.183826,-1.01411
0.931978,-0.234909,-1.49247
1.23654,-0.264061,-1.96746
1.54292,-0.27188,-2.43966
1.85036,-0.258685,-2.90954
2.15809,-0.224237,-3.3775
2.46513,-0.167385,-3.84404
2.77013,-0.086674,-4.30983
3.07138,0.0187325,-4.77578
3.35541,0.149973,-5.24964
3.62295,0.283788,-5.73287
3.88393,0.402249,-6.22117
4.14033,0.506929,-6.71325
4.39359,0.603502,-7.20782
4.64625,0.681026,-7.70429
4.90129,0.723011,-8.20228
5.15563,0.760066,-8.70108
5.40701,0.772299,-9.20361
5.65669,0.774023,-9.708
0.0392373,-0.0113048,-0.0671415
0.25337,-0.0793851,-0.551332
0.466414,-0.150624,-1.03542
0.678327,-0.224998,-1.51943
0.889069,-0.30247,-2.00339
1.0986,-0.382991,-2.48731
1.30688,-0.466491,-2.97123
1.51387,-0.552887,-3.45519
1.71952,-0.642067,-3.93922
1.92375,-0.733882,-4.42338
2.12647,-0.828133,-4.90774
2.32842,-0.923538,-5.39224
2.53024,-1.01931,-5.87671
2.73196,-1.11536,-6.36119
2.93398,-1.21071,-6.84565
3.13645,-1.30508,-7.33011
3.34013,-1.39659,-7.81456
3.54498,-1.48541,-8.29899
3.75014,-1.57366,-8.78339
3.95658,-1.65932,-9.26772
4.16337,-1.74434,-9.752
