pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
4.48455,-1,0.000727587,0.000636567,0.0197804,-0.366711,-1.23885,0
17.9149,1,0.000706452,0.000576609,0.0197442,-0.297825,-1.51081,0
