detid,fraction,front_1_x,front_1_y,front_1_z,front_2_x,front_2_y,front_2_z,front_3_x,front_3_y,front_3_z,front_4_x,front_4_y,front_4_z,back_1_x,back_1_y,back_1_z,back_2_x,back_2_y,back_2_z,back_3_x,back_3_y,back_3_z,back_4_x,back_4_y,back_4_z
838885463,1,0.290373,1.25862,-1.22941,0.294422,1.27278,-1.21169,0.315613,1.26672,-1.21169,0.311311,1.25264,-1.22941,0.338484,1.42686,-1.3787,0.343048,1.44282,-1.35874,0.367145,1.43593,-1.35874,0.362297,1.42005,-1.3787
838884951,1,0.290373,1.25862,-1.19895,0.29436,1.27257,-1.18106,0.31555,1.26651,-1.18106,0.311311,1.25264,-1.19895,0.339002,1.42867,-1.34602,0.343496,1.44439,-1.32584,0.367593,1.4375,-1.32584,0.362814,1.42186,-1.34602
838885975,1,0.290373,1.25862,-1.26018,0.294484,1.273,-1.24266,0.315674,1.26694,-1.24266,0.311311,1.25264,-1.26018,0.337959,1.42502,-1.41169,0.342592,1.44123,-1.39194,0.366689,1.43434,-1.39194,0.361771,1.41821,-1.41169
838886487,1,0.290373,1.25862,-1.2913,0.294544,1.27321,-1.27397,0.315735,1.26715,-1.27397,0.311311,1.25264,-1.2913,0.337425,1.42316,-1.445,0.342128,1.4396,-1.42546,0.366224,1.43271,-1.42546,0.361238,1.41635,-1.445
838884439,1,0.290373,1.25862,-1.16882,0.294297,1.27235,-1.15074,0.315487,1.26629,-1.15074,0.311311,1.25264,-1.16882,0.339512,1.43046,-1.31362,0.343935,1.44592,-1.29324,0.368032,1.43903,-1.29324,0.363324,1.42365,-1.31362
838885464,1,0.269019,1.26473,-1.22941,0.272816,1.27896,-1.21169,0.294006,1.2729,-1.21169,0.289957,1.25874,-1.22941,0.314256,1.43379,-1.3787,0.318536,1.44983,-1.35874,0.342633,1.44294,-1.35874,0.338068,1.42698,-1.3787
838884952,1,0.269019,1.26473,-1.19895,0.272753,1.27874,-1.18106,0.293944,1.27268,-1.18106,0.289957,1.25874,-1.19895,0.314774,1.4356,-1.34602,0.318984,1.4514,-1.32584,0.34308,1.44451,-1.32584,0.338586,1.42879,-1.34602
838885976,1,0.269019,1.26473,-1.26018,0.272877,1.27918,-1.24266,0.294068,1.27312,-1.24266,0.289957,1.25874,-1.26018,0.313731,1.43195,-1.41169,0.31808,1.44824,-1.39194,0.342177,1.44135,-1.39194,0.337543,1.42514,-1.41169
838886488,1,0.269019,1.26473,-1.2913,0.272938,1.27939,-1.27397,0.294129,1.27333,-1.27397,0.289957,1.25874,-1.2913,0.313197,1.43009,-1.445,0.317615,1.44661,-1.42546,0.341712,1.43972,-1.42546,0.33701,1.42328,-1.445
838884440,1,0.269019,1.26473,-1.16882,0.272691,1.27852,-1.15074,0.293881,1.27246,-1.15074,0.289957,1.25874,-1.16882,0.315284,1.43738,-1.31362,0.319423,1.45293,-1.29324,0.343519,1.44604,-1.29324,0.339096,1.43057,-1.31362
838885465,1,0.246775,1.26791,-1.22941,0.250327,1.2822,-1.21169,0.271716,1.27689,-1.21169,0.26791,1.26266,-1.22941,0.288981,1.43773,-1.3787,0.292985,1.45384,-1.35874,0.317308,1.44779,-1.35874,0.313017,1.43175,-1.3787
838884953,1,0.246775,1.26791,-1.19895,0.250272,1.28198,-1.18106,0.271662,1.27667,-1.18106,0.26791,1.26266,-1.19895,0.289435,1.43956,-1.34602,0.293378,1.45542,-1.32584,0.3177,1.44937,-1.32584,0.313471,1.43358,-1.34602
838885977,1,0.246775,1.26791,-1.26018,0.250381,1.28242,-1.24266,0.27177,1.27711,-1.24266,0.26791,1.26266,-1.26018,0.28852,1.43587,-1.41169,0.292585,1.45223,-1.39194,0.316908,1.44618,-1.39194,0.312556,1.4299,-1.41169
838886489,1,0.246775,1.26791,-1.2913,0.250435,1.28264,-1.27397,0.271824,1.27732,-1.27397,0.26791,1.26266,-1.2913,0.288052,1.43399,-1.445,0.292177,1.45059,-1.42546,0.3165,1.44454,-1.42546,0.312088,1.42802,-1.445
838884441,1,0.246775,1.26791,-1.16882,0.250217,1.28176,-1.15074,0.271607,1.27645,-1.15074,0.26791,1.26266,-1.16882,0.289883,1.44136,-1.31362,0.293763,1.45697,-1.29324,0.318086,1.45092,-1.29324,0.313918,1.43538,-1.31362
838885466,1,0.225221,1.27327,-1.22941,0.228518,1.28762,-1.21169,0.249907,1.28231,-1.21169,0.246355,1.26802,-1.22941,0.264526,1.44381,-1.3787,0.268243,1.45999,-1.35874,0.292565,1.45394,-1.35874,0.288562,1.43783,-1.3787
838884954,1,0.225221,1.27327,-1.19895,0.228464,1.2874,-1.18106,0.249853,1.28209,-1.18106,0.246355,1.26802,-1.19895,0.26498,1.44563,-1.34602,0.268636,1.46157,-1.32584,0.292958,1.45552,-1.32584,0.289016,1.43966,-1.34602
838885978,1,0.225221,1.27327,-1.26018,0.228572,1.28784,-1.24266,0.249961,1.28253,-1.24266,0.246355,1.26802,-1.26018,0.264065,1.44195,-1.41169,0.267843,1.45838,-1.39194,0.292165,1.45233,-1.39194,0.2881,1.43598,-1.41169
838886490,1,0.225221,1.27327,-1.2913,0.228626,1.28806,-1.27397,0.250015,1.28274,-1.27397,0.246355,1.26802,-1.2913,0.263597,1.44007,-1.445,0.267435,1.45674,-1.42546,0.291758,1.45069,-1.42546,0.287633,1.43409,-1.445
838884442,1,0.225221,1.27327,-1.16882,0.228408,1.28718,-1.15074,0.249798,1.28187,-1.15074,0.246355,1.26802,-1.16882,0.265427,1.44743,-1.31362,0.269021,1.46312,-1.29324,0.293343,1.45707,-1.29324,0.289463,1.44146,-1.31362
838885467,1,0.202879,1.27567,-1.22941,0.20593,1.29008,-1.21169,0.227492,1.28551,-1.21169,0.224185,1.27116,-1.22941,0.239129,1.44686,-1.3787,0.242568,1.4631,-1.35874,0.267087,1.45791,-1.35874,0.263358,1.44173,-1.3787
838884955,1,0.202879,1.27567,-1.19895,0.205883,1.28986,-1.18106,0.227445,1.28529,-1.18106,0.224185,1.27116,-1.19895,0.239519,1.4487,-1.34602,0.242905,1.46469,-1.32584,0.267424,1.4595,-1.32584,0.263748,1.44357,-1.34602
838885979,1,0.202879,1.27567,-1.26018,0.205976,1.2903,-1.24266,0.227538,1.28573,-1.24266,0.224185,1.27116,-1.26018,0.238733,1.44499,-1.41169,0.242224,1.46148,-1.39194,0.266743,1.45628,-1.39194,0.262962,1.43986,-1.41169
838886491,1,0.202879,1.27567,-1.2913,0.206022,1.29051,-1.27397,0.227584,1.28595,-1.27397,0.224185,1.27116,-1.2913,0.238331,1.44309,-1.445,0.241874,1.45982,-1.42546,0.266393,1.45463,-1.42546,0.262561,1.43796,-1.445
838884443,1,0.202879,1.27567,-1.16882,0.205836,1.28963,-1.15074,0.227398,1.28507,-1.15074,0.224185,1.27116,-1.16882,0.239903,1.45051,-1.31362,0.243236,1.46625,-1.29324,0.267755,1.46106,-1.29324,0.264133,1.44538,-1.31362
838885468,1,0.181151,1.28027,-1.22941,0.183945,1.29473,-1.21169,0.205507,1.29017,-1.21169,0.202456,1.27576,-1.22941,0.214476,1.45208,-1.3787,0.217626,1.46838,-1.35874,0.242145,1.46319,-1.35874,0.238706,1.44695,-1.3787
838884956,1,0.181151,1.28027,-1.19895,0.183898,1.29451,-1.18106,0.20546,1.28995,-1.18106,0.202456,1.27576,-1.19895,0.214866,1.45392,-1.34602,0.217963,1.46997,-1.32584,0.242482,1.46478,-1.32584,0.239096,1.44879,-1.34602
838885980,1,0.181151,1.28027,-1.26018,0.183991,1.29495,-1.24266,0.205553,1.29039,-1.24266,0.202456,1.27576,-1.26018,0.21408,1.45021,-1.41169,0.217282,1.46676,-1.39194,0.241801,1.46156,-1.39194,0.23831,1.44508,-1.41169
