energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
199.937,0.254757,1.34357,-1.29624,-0.844038,1.38341,undefined,0.0140567,0.0413774,197.217,0
174.437,-0.454382,-1.28538,2.35714,1.31541,-1.91058,undefined,0.0128128,0.0680716,166.043,0
24.8617,-0.415686,-1.28675,2.2046,1.26496,-1.88326,undefined,0.00829644,0.0729863,23.6024,0
8.48314,0.331174,1.30922,-1.15775,-0.77679,1.32304,undefined,0.0130775,0.114642,8.16688,0
9.10675,0.859863,-1.04665,1.81203,1.10125,-0.883058,undefined,0.0128498,0.0673683,8.55683,0
1.92746,-0.698514,1.17015,-0.500126,-0.359214,2.10897,undefined,0.0133977,0.0146241,1.92989,0
