detid,front_1_x,front_1_y,front_1_z,front_2_x,front_2_y,front_2_z,front_3_x,front_3_y,front_3_z,front_4_x,front_4_y,front_4_z,back_1_x,back_1_y,back_1_z,back_2_x,back_2_y,back_2_z,back_3_x,back_3_y,back_3_z,back_4_x,back_4_y,back_4_z
604051008,1.2947,2.45366,-6.75213,0.588033,2.71163,-6.75417,1.08497,4.54647,-6.76089,2.09677,4.1771,-6.75796,1.29495,2.45293,-6.93259,0.588289,2.7109,-6.93464,1.08522,4.54574,-6.94135,2.09703,4.17637,-6.93843
604054600,1.06999,3.443,-8.31056,0.173501,3.60142,-8.31,0.458132,6.98348,-8.31261,1.96164,6.71781,-8.31356,1.06986,3.44288,-8.49103,0.173365,3.60129,-8.49047,0.457995,6.98335,-8.49308,1.9615,6.71768,-8.49402
604058688,0.79227,3.512,-9.56486,1.64791,3.20107,-9.56327,3.09199,6.27255,-9.56774,1.657,6.79401,-9.5704,0.792065,3.51235,-9.38439,1.6477,3.20143,-9.3828,3.09178,6.27291,-9.38727,1.6568,6.79437,-9.38994
604058696,0.171584,3.59676,-9.31675,1.06821,3.4391,-9.31406,1.95711,6.71466,-9.3183,0.453383,6.97906,-9.32282,0.171106,3.59712,-9.13629,1.06773,3.43947,-9.13359,1.95663,6.71502,-9.13784,0.452905,6.97942,-9.14236
604051008,1.2947,2.45366,-6.75213,0.588033,2.71163,-6.75417,1.08497,4.54647,-6.76089,2.09677,4.1771,-6.75796,1.29495,2.45293,-6.93259,0.588289,2.7109,-6.93464,1.08522,4.54574,-6.94135,2.09703,4.17637,-6.93843
604054600,1.06999,3.443,-8.31056,0.173501,3.60142,-8.31,0.458132,6.98348,-8.31261,1.96164,6.71781,-8.31356,1.06986,3.44288,-8.49103,0.173365,3.60129,-8.49047,0.457995,6.98335,-8.49308,1.9615,6.71768,-8.49402
604058688,0.79227,3.512,-9.56486,1.64791,3.20107,-9.56327,3.09199,6.27255,-9.56774,1.657,6.79401,-9.5704,0.792065,3.51235,-9.38439,1.6477,3.20143,-9.3828,3.09178,6.27291,-9.38727,1.6568,6.79437,-9.38994
604058696,0.171584,3.59676,-9.31675,1.06821,3.4391,-9.31406,1.95711,6.71466,-9.3183,0.453383,6.97906,-9.32282,0.171106,3.59712,-9.13629,1.06773,3.43947,-9.13359,1.95663,6.71502,-9.13784,0.452905,6.97942,-9.14236
604051008,1.2947,2.45366,-6.75213,0.588033,2.71163,-6.75417,1.08497,4.54647,-6.76089,2.09677,4.1771,-6.75796,1.29495,2.45293,-6.93259,0.588289,2.7109,-6.93464,1.08522,4.54574,-6.94135,2.09703,4.17637,-6.93843
604054600,1.06999,3.443,-8.31056,0.173501,3.60142,-8.31,0.458132,6.98348,-8.31261,1.96164,6.71781,-8.31356,1.06986,3.44288,-8.49103,0.173365,3.60129,-8.49047,0.457995,6.98335,-8.49308,1.9615,6.71768,-8.49402
604058688,0.79227,3.512,-9.56486,1.64791,3.20107,-9.56327,3.09199,6.27255,-9.56774,1.657,6.79401,-9.5704,0.792065,3.51235,-9.38439,1.6477,3.20143,-9.3828,3.09178,6.27291,-9.38727,1.6568,6.79437,-9.38994
604058696,0.171584,3.59676,-9.31675,1.06821,3.4391,-9.31406,1.95711,6.71466,-9.3183,0.453383,6.97906,-9.32282,0.171106,3.59712,-9.13629,1.06773,3.43947,-9.13359,1.95663,6.71502,-9.13784,0.452905,6.97942,-9.14236
576815104,-2.84005,-3.34387,-1.25995,-2.84105,-3.34312,1.25105,-3.93912,-1.45986,1.25005,-3.93811,-1.46062,-1.26095,-3.15277,-3.52621,-1.26002,-3.15378,-3.52545,1.25098,-4.25184,-1.6422,1.24998,-4.25084,-1.64295,-1.26102
581009408,-3.72575,-3.43825,-1.26239,-3.72508,-3.43828,1.24861,-5.06771,-1.13273,1.24899,-5.06838,-1.1327,-1.26201,-4.03857,-3.62042,-1.26231,-4.0379,-3.62045,1.24869,-5.38053,-1.3149,1.24908,-5.3812,-1.31487,-1.26192
589365248,-4.63301,-6.05426,-3.93312,-4.63229,-6.05239,-1.42212,-6.70089,-2.48167,-1.42419,-6.70161,-2.48354,-3.93519,-4.91509,-6.21768,-3.93292,-4.91437,-6.21581,-1.42192,-6.98297,-2.64509,-1.42399,-6.98369,-2.64696,-3.93498
576815104,-2.84005,-3.34387,-1.25995,-2.84105,-3.34312,1.25105,-3.93912,-1.45986,1.25005,-3.93811,-1.46062,-1.26095,-3.15277,-3.52621,-1.26002,-3.15378,-3.52545,1.25098,-4.25184,-1.6422,1.24998,-4.25084,-1.64295,-1.26102
581009408,-3.72575,-3.43825,-1.26239,-3.72508,-3.43828,1.24861,-5.06771,-1.13273,1.24899,-5.06838,-1.1327,-1.26201,-4.03857,-3.62042,-1.26231,-4.0379,-3.62045,1.24869,-5.38053,-1.3149,1.24908,-5.3812,-1.31487,-1.26192
589365248,-4.63301,-6.05426,-3.93312,-4.63229,-6.05239,-1.42212,-6.70089,-2.48167,-1.42419,-6.70161,-2.48354,-3.93519,-4.91509,-6.21768,-3.93292,-4.91437,-6.21581,-1.42192,-6.98297,-2.64509,-1.42399,-6.98369,-2.64696,-3.93498
576815104,-2.84005,-3.34387,-1.25995,-2.84105,-3.34312,1.25105,-3.93912,-1.45986,1.25005,-3.93811,-1.46062,-1.26095,-3.15277,-3.52621,-1.26002,-3.15378,-3.52545,1.25098,-4.25184,-1.6422,1.24998,-4.25084,-1.64295,-1.26102
581009408,-3.72575,-3.43825,-1.26239,-3.72508,-3.43828,1.24861,-5.06771,-1.13273,1.24899,-5.06838,-1.1327,-1.26201,-4.03857,-3.62042,-1.26231,-4.0379,-3.62045,1.24869,-5.38053,-1.3149,1.24908,-5.3812,-1.31487,-1.26192
589365248,-4.63301,-6.05426,-3.93312,-4.63229,-6.05239,-1.42212,-6.70089,-2.48167,-1.42419,-6.70161,-2.48354,-3.93519,-4.91509,-6.21768,-3.93292,-4.91437,-6.21581,-1.42192,-6.98297,-2.64509,-1.42399,-6.98369,-2.64696,-3.93498
576815104,-2.84005,-3.34387,-1.25995,-2.84105,-3.34312,1.25105,-3.93912,-1.45986,1.25005,-3.93811,-1.46062,-1.26095,-3.15277,-3.52621,-1.26002,-3.15378,-3.52545,1.25098,-4.25184,-1.6422,1.24998,-4.25084,-1.64295,-1.26102
585170944,-4.30932,-4.56635,-3.93868,-4.30977,-4.56508,-1.42768,-5.8959,-1.83291,-1.42935,-5.89545,-1.83418,-3.94035,-4.59212,-4.73053,-3.93865,-4.59257,-4.72926,-1.42765,-6.1787,-1.99709,-1.42931,-6.17825,-1.99836,-3.94031
