et,eta,theta,phi
160.643,-0.110777,1.68135,-2.36846
88.9961,-2.36648,2.95452,-0.196158
79.3804,-1.48031,2.69408,0.842425
56.5633,-2.3972,2.96015,1.93416
44.192,-0.322724,1.88806,-0.0951165
35.9729,-1.76186,2.80146,3.118
37.0388,1.19452,0.588136,-0.724778
32.9457,-3.2033,3.06038,2.9095
29.9927,3.39443,0.0670943,1.39199
27.9098,1.74709,0.345095,2.13407
27.4018,-2.84081,3.02497,-1.34393
28.9985,-0.5917,2.13071,2.68855
25.3564,1.63616,0.384641,0.700807
26.8854,0.147478,1.42385,1.47442
23.7537,-3.26105,3.06493,0.873616
22.9111,2.74543,0.128265,-1.20615
22.5676,-3.56295,3.0849,1.95992
19.6412,3.10824,0.0892992,2.7329
19.6025,0.736517,0.893054,2.72506
17.5457,3.08529,0.0913698,-0.184461
17.4978,-1.41513,2.66503,-0.44031
17.1218,3.34551,0.0704555,-2.37762
17.3584,0.715199,0.909771,-1.77801
15.7843,4.17668,0.0306963,-1.5691
15.4283,-4.20047,3.11162,-2.94731
15.2995,-3.51075,3.08186,-0.419062
15.6212,-0.981224,2.42431,-1.69679
14.8117,4.32823,0.0263803,-0.208177
14.0985,4.40239,0.0244949,-2.73727
14.172,1.85924,0.309098,-2.93076
13.8264,4.22089,0.0293691,2.24554
13.02,-3.9398,3.10269,-1.61318
13.0178,-2.89098,3.03066,-2.44567
11.8132,1.84112,0.314657,-1.7517
10.8596,2.32675,0.194609,1.4947
10.5643,-4.46441,3.11857,0.368768
10.8086,-0.113663,1.68421,-0.973007
9.87356,-4.50802,3.11955,1.41033
9.11314,-4.7347,3.12402,-0.777125
9.50865,0.72951,0.898524,0.0449921
8.65535,-0.79329,2.29197,1.3225
7.606,4.75579,0.0172031,1.15597
7.36794,-4.76049,3.12447,2.51396
7.00834,0.442283,1.14227,0.727289
6.1174,-1.60921,2.74671,2.12629
5.86945,0.976796,0.720197,-2.57577
5.57861,2.85522,0.114959,0.653717
5.56595,-2.29151,2.94005,0.74859
5.72246,-1.13619,2.5203,-2.53506
4.60953,2.15145,0.231589,-0.322496
4.21377,5.01642,0.0132563,-1.1545
4.1416,-1.96339,2.86265,-1.49547
3.30257,-4.94761,3.12739,-2.20641
3.17255,-0.650587,2.17982,0.606275
