energy,pos,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
20.9922,1.2048,-0.65585,0.142612,0.103778,-0.498505,undefined,0.0171923,0.0476092,21.0253,0
19.319,0.14713,-1.37353,0.770664,0.532384,-1.46409,undefined,0.0149627,0.0192403,19.2168,0
7.0597,0.104347,-1.36295,0.558306,0.397855,-1.49439,undefined,0.0152881,0.0657907,6.91019,0
4.76862,-1.13771,0.762315,-0.384597,-0.277266,2.55125,undefined,0.0110577,0.0145714,4.83566,0
4.65186,1.22222,-0.610716,0.302749,0.219808,-0.463389,undefined,0.0124656,0.0281681,4.66006,0
5.05723,1.35211,0.0978607,-1.21599,-0.80662,0.0722503,undefined,0.0144879,0.0178145,5.06738,0
2.92861,-0.998993,0.91817,-0.0509977,-0.0375767,2.39833,undefined,0.0167972,0.0841169,2.92403,0
2.60739,1.33786,0.226932,0.419661,0.304535,0.168024,undefined,0.0118909,0.0542997,2.59536,0
2.66577,0.197956,1.34509,-0.659851,-0.468057,1.42468,undefined,0.0104685,0.0131567,2.68,0
2.52406,0.763347,1.11591,0.844527,0.589839,0.970852,undefined,0.00952116,0.0614154,2.51242,0
1.84292,0.342484,-1.32256,-0.686736,-0.483595,-1.31741,undefined,0.00967718,0.00461486,1.85658,0
1.5277,0.252242,1.3374,-0.495765,-0.356661,1.38438,undefined,0.00918751,0.00263836,1.53336,0
2.19025,-1.34644,-0.155652,1.59624,1.00161,-3.0265,undefined,0.0119707,0.00720274,2.20184,0
1.90808,1.14774,-0.703724,1.4007,0.909658,-0.550024,undefined,0.0100761,0.00708432,1.91719,0
