pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
22.0464,0.700023,-1.91454,-1,0.00568223,-0.00115472,0.0362029,-7.42996,-20.7567,16.7247
10.3346,-2.04479,1.23282,-1,0.00133296,-1.2406e-05,-0.0324452,3.42676,9.7499,-39.2616
