et,eta,theta,phi
79.5396,2.3709,0.186253,-2.37147
47.1287,1.40058,0.483278,0.598617
45.578,-0.9308,2.39053,0.603402
25.325,0.216185,1.35628,0.110097
21.6943,-2.71291,3.0091,0.60365
19.3187,-2.4453,2.96863,-2.04108
19.2436,-3.99963,3.10495,-0.266854
19.195,1.1947,0.588037,-2.80886
18.4769,-1.28388,2.60121,-0.393545
17.8785,-1.74384,2.7954,1.71076
17.616,-2.59961,2.99326,-0.384186
18.2129,0.370537,1.20846,2.24053
17.3771,-0.889086,2.36163,-2.52731
16.5248,-3.8453,3.09884,2.02262
15.8375,2.99419,0.100071,-0.370447
15.5494,-0.918353,2.382,2.46556
14.6241,-4.33062,3.11528,-3.11537
14.227,-1.04205,2.46338,-1.45335
13.4747,-2.04162,2.8834,-3.08839
13.3829,-2.89852,3.03149,2.54777
14.0269,0.214863,1.35757,1.08947
12.5356,4.04984,0.0348468,-2.69775
11.8818,-4.45717,3.1184,-1.99415
11.7064,3.11154,0.0890061,2.07681
11.4167,1.34409,0.51019,-0.913845
10.7195,3.84167,0.0429087,0.521462
10.5912,4.1475,0.0316051,-1.01221
10.3939,-3.90201,3.1012,0.846381
10.2067,-3.1696,3.0576,-2.77117
10.1174,2.11229,0.240752,2.67233
8.52699,4.09882,0.0331813,2.53004
7.96843,3.40628,0.0663042,1.38671
8.01841,0.166199,1.40536,-2.72065
6.82967,-1.77385,2.80544,0.387683
6.94498,1.28805,0.538236,1.67423
6.29062,3.34191,0.0707091,-1.72099
6.40032,-0.0304861,1.60128,-0.830663
5.21914,-2.82506,3.02312,1.53265
5.13663,2.99936,0.0995561,3.1052
5.05931,-4.75529,3.12438,1.847
5.01587,2.66577,0.138868,0.746122
5.06877,1.24521,0.560605,-1.98539
4.65371,-3.65188,3.08972,-1.55586
4.49242,2.29092,0.201661,-1.38177
4.10582,-4.77092,3.12465,0.649107
3.80431,-0.128041,1.69849,-1.91606
3.54437,2.08183,0.248122,1.35336
3.45137,-2.13828,2.90696,-1.11681
3.31421,1.92722,0.289075,-0.314542
3.13546,4.60729,0.0199569,1.21224
3.05043,-4.78574,3.1249,-1.09018
