et,eta,theta,phi
108.248,0.307543,1.26799,-0.121085
54.137,-0.623598,2.15751,2.71831
51.5186,-0.143721,1.71403,-2.42043
41.1474,1.51192,0.434029,1.52083
39.9879,-3.01452,3.04353,-0.197172
40.5514,-1.44202,2.67722,-2.52828
37.913,-2.5076,2.97902,2.26825
37.6066,-1.68351,2.77434,0.0189983
33.0796,-0.688331,2.21044,0.448939
31.7951,0.798804,0.845486,2.99699
30.7251,-0.863538,2.3435,1.72505
29.2242,0.939985,0.744812,-1.64235
26.4282,0.388773,1.19146,1.97612
26.9591,-0.42711,1.98548,-1.10851
23.9496,-1.81721,2.81945,-1.39955
23.6199,2.62352,0.144841,-1.33972
22.1329,3.8042,0.0445467,2.9557
21.7193,-3.30609,3.06831,1.08618
20.8397,-2.70342,3.00784,-2.38708
20.3337,-3.97215,3.10393,-1.95664
20.2133,-3.81841,3.09767,2.62868
19.3953,1.25307,0.556436,-0.399611
18.3823,3.49243,0.0608349,0.990277
17.8516,3.79257,0.0450675,-1.53531
15.8627,2.61871,0.145536,2.49628
15.5085,3.10905,0.0892272,-0.236314
14.2906,2.62622,0.144452,1.49071
13.879,-4.63337,3.12215,1.89445
13.5977,-2.93057,3.03496,-1.17482
13.327,1.85451,0.310539,0.695027
12.9088,-1.58786,2.73842,2.74373
12.4589,-4.01409,3.10548,-0.189305
12.2399,1.94183,0.284938,-2.79099
11.4866,-4.20161,3.11165,-2.74545
11.2224,0.57093,1.02857,0.862803
9.88952,4.23096,0.0290749,1.88414
9.94602,-1.88359,2.83982,1.1744
9.48731,4.39731,0.0246196,-2.3111
8.16404,4.7953,0.0165367,0.785158
7.88335,4.76294,0.0170804,-1.14239
7.35073,-4.75521,3.12438,-1.10455
7.23759,4.14407,0.0317137,-0.19912
7.06232,-4.33805,3.11547,0.980982
6.6124,2.97711,0.101792,-2.40958
5.53906,-5.02162,3.12841,-2.66073
5.53014,1.95408,0.281517,-0.892089
4.48173,-2.89268,3.03085,2.9634
3.75101,4.84248,0.0157747,2.66926
3.54071,0.991078,0.710828,-2.38323
3.17709,1.94434,0.284235,-1.90356
