pos_1_x,pos_1_y,pos_1_z,dir_1_x,dir_1_y,dir_1_z,pos_2_x,pos_2_y,pos_2_z,dir_2_x,dir_2_y,dir_2_z
0.000706331,0.000874653,0.0274616,-1.07767,0.0201632,-2.49472,-0.960276,-0.829742,-3.16813,-0.136571,-0.971706,-2.28398
0.000697171,0.000729892,0.0653376,-0.845708,-0.0729127,-0.416628,-0.502836,-1.17189,-0.722531,0.515098,-0.618666,-0.409882
0.000705185,0.00062871,0.0467684,-1.77176,-0.361508,2.22097,-1.24551,0.273705,1.6793,-1.4047,1.04283,2.18179
0.00072462,0.000535935,-0.0281925,-0.759048,-0.201765,0.131019,-0.720294,1.05231,0.236041,0.458103,0.600969,0.118089
0.000641565,0.000857003,0.0273443,-0.758088,-0.208151,0.00684858,-0.712834,1.05738,0.0560821,0.474003,0.586647,0.0142546
0.000743871,0.000538919,-0.0282274,-1.24228,-0.575928,0.331741,-1.26374,0.170725,0.299673,-1.01672,0.870065,0.326286
0.000753405,0.000520928,-0.0281522,-1.21056,-0.573124,-1.31555,-1.26262,0.178846,-1.33268,-0.974896,0.866273,-1.25516
0.000746335,0.000541483,-0.0285723,-3.01036,-1.50692,-5.58878,-1.23666,-0.311229,-2.16482,-3.33267,-0.106554,-5.54217
0.000730614,0.00057187,-0.0281552,-1.73339,-0.854257,-3.25687,-0.8476,-0.952772,-2.23721,-0.642202,-1.78749,-3.21469
0.000736798,0.000572628,-0.028145,-1.04772,-0.617817,-2.38931,-1.26755,0.139696,-2.71436,-0.872632,0.79781,-2.34104
0.000712475,0.000612348,-0.0278946,-1.58749,-0.884531,-3.67906,-0.773394,-1.01393,-2.67375,-0.436894,-1.72305,-3.58756
0.000656649,0.000697857,-0.0282569,-4.15228,-2.90035,-9.25071,-1.13945,-0.572581,-2.36967,-4.76934,-1.59904,-9.20278
0.000704032,0.000630359,-0.0282235,-1.59427,-1.14829,-0.871625,-0.681684,-1.07773,-0.615378,-0.338645,-1.89561,-0.868507
0.000683828,0.000658993,0.0273622,-2.13168,-1.7714,-0.125991,-0.729653,-1.04585,-0.0321843,-0.920469,-2.59271,-0.127164
0.000750064,0.000585881,0.0439028,-1.40326,-1.29816,1.91472,-1.1965,-0.441114,1.35276,-1.87261,0.0776026,1.87134
0.000687508,0.000652733,0.0272908,-1.60064,-1.48722,-0.0456271,-1.17171,-0.503281,-0.00173155,-2.15621,-0.133569,-0.0490902
0.000717743,0.000621383,0.0435037,-0.990264,-0.951181,1.77302,-1.24955,-0.254627,1.78469,-1.24159,0.475074,1.72363
0.000595784,0.000741015,0.00410423,-1.02951,-1.04444,-1.94909,-0.314549,-1.23582,-1.7872,0.391282,-1.36053,-1.90357
0.000711683,0.000626355,-0.0282047,-1.00847,-1.07185,0.193927,-0.290561,-1.24168,0.144072,0.420992,-1.38911,0.185264
0.000666274,0.000669125,0.0438823,-1.06824,-1.20963,1.78036,-0.320411,-1.23431,1.50693,0.338846,-1.54498,1.7513
0.000711215,0.000628918,0.00275819,-0.994218,-1.18632,-0.0638248,-0.256278,-1.24921,-0.0525412,0.440265,-1.46591,-0.0639657
0.000706036,0.000633445,-0.0282521,-1.37919,-1.84671,0.0288101,-0.398936,-1.21122,-0.0119639,0.0139281,-2.28175,0.0286018
0.000770855,0.000586576,0.046817,-0.851289,-1.15326,-0.0748179,-0.121267,-1.26944,-0.0274735,0.608275,-1.27463,-0.0792484
0.000722724,0.000628551,0.0655496,-0.27075,-0.713277,0.464678,1.07363,-0.688115,1.16602,0.48837,0.528684,0.447705
0.00064682,0.000652087,-0.0288454,-0.250799,-1.06674,3.29868,-0.693805,-0.708418,3.16813,-0.959614,-0.250753,3.08652
0.000692104,0.000640144,-0.00203861,-0.146016,-0.803172,-0.0786962,-1.23621,-0.313008,-0.14503,-0.480049,0.624088,-0.0686496
0.000692711,0.000639643,0.0043425,-0.128063,-0.794799,0.282999,-1.24373,-0.281641,0.585062,-0.427227,0.6407,0.274435
0.000792814,0.000622355,0.0655952,-0.113294,-0.775203,0.425009,-1.2572,-0.213628,0.997288,-0.335476,0.669958,0.415904
