energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
288.369,-1.1803,0.648527,2.12538,1.23735,2.63917,undefined,0.0150882,0.0822266,278.045,0
25.6247,-1.32497,0.34776,-0.611764,-0.432941,2.88492,undefined,0.0213619,0.0987488,25.3581,0
33.4839,-1.17164,0.632314,2.21922,1.2839,2.6467,undefined,0.0127929,0.12125,31.9874,0
11.4299,-0.701664,-1.1672,1.18271,0.78523,-2.11206,undefined,0.0181058,0.0911144,10.5042,0
7.41777,-1.32971,0.2447,-0.486208,-0.352279,2.9596,undefined,0.0242288,0.130976,7.23335,0
4.76189,1.32811,-0.296469,-0.797,-0.556514,-0.219626,undefined,0.0185467,0.029771,4.80528,0
4.11377,1.31599,-0.273088,-0.648997,-0.465843,-0.204611,undefined,0.0199899,0.102161,4.06056,0
3.24528,1.25853,-0.496478,-1.0144,-0.692976,-0.375749,undefined,0.00620451,0.0913473,3.22835,0
2.64379,-0.0385409,-1.34916,0.568039,0.409332,-1.59936,undefined,0.00874752,0.123123,2.64669,0
2.55186,-0.285923,-1.33599,1.25894,0.824737,-1.78163,undefined,0.0129592,0.00745509,2.55066,0
78.0866,1.29808,-0.509682,-0.1214,-0.0869429,-0.374148,undefined,0.0151602,0.0202943,78.6678,0
