pt,charge,pos_x,pos_y,pos_z,phi,eta
12.3815,1,0.000703898,0.000606257,0.00494016,-0.290934,-0.11663
1.17518,-1,0.000835522,0.000449971,-0.00843613,-2.48005,2.02097
5.4913,1,0.00493274,0.0101941,0.202081,2.72808,1.06545
24.0593,1,-0.00682332,-0.0134993,0.129515,2.65069,1.13161
