pos_x,pos_y,pos_z
0.0394005,-0.0110817,0.000210044
0.253791,-0.0774568,-0.0263551
0.467235,-0.145956,-0.0535754
0.680015,-0.21593,-0.0813854
0.892512,-0.286514,-0.109647
1.10524,-0.356532,-0.138106
1.31893,-0.424355,-0.16632
1.53461,-0.487689,-0.19354
1.75375,-0.543215,-0.218508
1.97862,-0.58596,-0.239091
2.21269,-0.608224,-0.251623
2.44265,-0.641101,-0.253727
2.65645,-0.712106,-0.249696
2.85876,-0.81003,-0.242527
3.05252,-0.927951,-0.233941
3.24018,-1.06002,-0.224942
3.42466,-1.19946,-0.21614
3.60718,-1.34336,-0.207878
3.7886,-1.48973,-0.200358
3.9697,-1.63678,-0.193687
4.15013,-1.78526,-0.187863
