et,eta,theta,phi
90.2166,1.88511,0.301324,-0.886951
71.0353,1.78012,0.334095,1.75967
62.6083,0.766278,0.870087,3.02283
43.0212,-0.349612,1.9135,2.24625
38.3031,-3.32679,3.06981,2.52472
37.8311,0.538249,1.0568,0.688637
33.6394,1.42613,0.471536,-2.0626
30.6848,3.10021,0.0900182,1.71001
30.4331,3.52823,0.0586969,-1.33764
30.5784,-1.32473,2.62187,1.20574
28.9226,-1.24077,2.57863,-2.38045
30.0936,-0.635103,2.16706,0.290135
29.8675,0.0591255,1.51171,-2.44487
27.0949,-3.23805,3.06315,-1.6133
24.4948,-2.0169,2.87701,-0.779165
22.9364,3.02618,0.0969256,-2.5488
22.9458,-1.01318,2.44507,-1.21499
21.3035,-3.70112,3.09221,1.12842
21.2423,-3.15724,3.05656,-0.615528
20.8911,-2.28795,2.93934,0.338046
20.9721,1.07518,0.657693,-0.360424
22.5288,0.432861,1.15085,-1.20274
19.872,-3.04852,3.04681,-2.70911
19.6083,-1.89538,2.8433,2.28556
19.0525,4.24704,0.0286112,1.54952
18.6465,2.94488,0.10512,0.282935
17.2491,1.56596,0.411851,0.746923
15.2273,1.76396,0.339431,2.90972
15.495,0.749934,0.882646,1.93558
13.676,-4.77108,3.12465,1.78374
13.5395,-2.90831,3.03257,1.55877
13.1291,4.40478,0.0244363,-2.41576
12.912,-4.23208,3.11255,-0.902585
12.2833,4.23428,0.0289784,0.204778
12.5162,-0.880397,2.3555,2.93589
11.7142,4.44893,0.0233811,-1.10216
11.6683,3.18375,0.082813,2.93177
11.0414,2.53944,0.157495,-1.52563
11.0662,-2.09285,2.89616,-1.91474
10.5567,-4.4907,3.11917,-3.10238
9.77468,-4.27871,3.11387,-2.08137
9.64832,4.29675,0.0272239,2.80352
8.88587,-3.34877,3.07137,0.29359
8.7817,-0.0629816,1.63374,-0.399706
8.25883,2.91726,0.108058,-0.565718
7.19385,-4.43192,3.11781,0.0861818
4.7513,4.98347,0.0137003,0.513075
4.71378,-1.2061,2.55985,-0.334652
3.81572,-0.242925,1.81137,1.25029
3.45921,-3.79849,3.09679,1.9862
3.25734,2.07081,0.250845,-2.61591
