eta,phi,pt,charge,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision
1.82012,-3.12721,1.41719,-1,0,0,1.44183,0,2.37426,0.921782,0.921782,0,,-999,0,0,,,1
-1.85462,-1.19299,1.67424,-1,0,0.602577,1.05429,0.319364,1.03239,0.582405,0.582405,0.484411,,-999,0,0,,,1
-2.16861,-0.643585,3.27912,1,1.49525,0,1.67916,0.539887,0.894219,0.512841,0.512841,0.827272,,-999,0,0,,,1
-1.71667,2.20896,1.17045,1,0,1.98823,0.944384,0.739445,0.856983,0.856983,0.856983,1.83206,,-999,0,0,,,1
-0.99817,-1.86428,2.69373,-1,0,2.06277,1.42671,0.68077,1.15414,1.15414,1.15414,0.724091,,-999,0,0,,,1
-0.466685,2.21656,0.671273,1,5.17577,2.97747,6.83733,0.249034,14.2597,9.7611,1.74801,0,,-999,0,0,,,1
1.84637,-0.787369,34.6679,1,5.71274,2.76221,2.22755,0.664477,0.120375,0.083062,0,0.238393,,-999,0,1,,,1
-1.30547,-2.52323,2.29311,1,2.49913,7.60196,3.8161,0.609642,2.03809,1.70153,0,1.51645,,-999,0,0,,,1
0.872492,3.08218,2.53815,-1,12.7497,1.05651,0.653744,0.896647,0.254033,0.254033,0.254033,2.20388,,-999,0,0,,,1
1.81068,1.79146,16.0051,-1,18.5583,4.82446,4.97159,0.428792,3.84289,0.880289,1.84235,2.65732,,-999,0,0,,,1
-2.75874,1.26174,2.40764,-1,0,0,2.53969,0.242454,11.3716,5.59089,0.723216,3.63951,,-999,0,0,,,1
-0.54363,1.11436,2.88536,-1,0,0,0,1,0,0,0,0,,-999,0,0,,,1
0.224977,-2.52558,4.72668,-1,0.581885,0,0.143217,0.89399,0.212322,0.212322,0,1.39328,,-999,0,0,,,1
-1.04426,-1.23038,3.1987,-1,0,1.36868,1.81625,0.607956,0.909408,0.909408,0.909408,0.744322,,-999,0,0,,,1
1.12073,-1.26292,4.27828,1,0.797598,1.73517,1.66908,0.678931,2.43318,1.28339,1.28339,0,,-999,0,0,,,1
-0.644195,2.96474,4.22586,-1,0,3.2057,2.23055,0.618078,6.27133,2.70383,2.70383,0,,-999,0,0,,,1
0.15903,2.8808,2.32559,-1,1.57952,3.19139,2.55512,0.469304,5.65567,2.81828,1.105,1.26735,,-999,0,0,,,1
1.32343,1.09209,2.45315,1,4.14511,2.06477,1.02391,0.654489,3.02967,1.17029,0.588391,0.447305,,-999,0,0,,,1
1.34461,-2.15888,22.3937,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.48822,1.07753,13.9046,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.9529,0.27168,15.9092,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.07857,-2.61618,15.0788,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.99116,-0.712108,15.5996,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
0.301263,0.523602,18.6878,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.90492,2.04444,6.36256,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.10505,-1.45445,16.1616,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.06828,1.39386,16.4131,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.25001,-1.3311,17.6624,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.97652,0.347512,4.04583,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.79188,-2.64453,3.03511,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.5123,2.88711,5.62084,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.7996,2.83802,5.46698,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.80486,-1.99573,5.34486,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.57404,-1.32066,5.19938,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.13015,-2.02231,5.15058,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.58736,2.02173,4.95651,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.64781,-3.1043,4.37294,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.47651,0.0243941,4.36994,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-1.27501,1.75831,6.69682,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.79006,2.40215,4.0121,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.01868,0.686625,3.93954,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
0.950839,-2.55155,3.8408,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.82703,1.3611,3.82938,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.59505,-1.60354,3.82272,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.64727,2.93352,3.16721,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.12921,-0.441621,3.05542,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.87039,-2.7196,3.04065,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.75925,-1.74316,8.81145,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.99428,-1.15654,13.4695,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.96402,1.65952,11.5967,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.67863,-0.110429,11.1701,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.96942,2.14768,11.0798,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.15468,-0.887202,10.0351,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.05224,2.94174,9.81081,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.20057,1.2497,9.53194,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.04813,1.83755,9.04321,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.2178,0.268908,8.91365,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.0799,-2.72133,13.7999,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.84832,0.187835,8.67699,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.23959,-2.27823,8.00474,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.16335,-2.07405,7.78277,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.37146,-2.39282,7.69248,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.81991,2.07376,7.65644,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.00352,3.09926,7.17329,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.42534,1.07412,6.88445,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.91364,-0.601657,6.8491,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.23762,2.54575,32.4022,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.43149,-1.26071,2.93983,1,0,0,3.38375,0.108459,7.38298,3.46756,0.738052,0.898161,,-999,0,0,,,1
0.251408,-0.358755,2.20654,1,0,0,0,1,0,0,0,1,,-999,0,0,,,1
1.50758,2.59372,2.0903,-1,0,0,1.24398,0,1.16405,0.614771,1.16405,0,,-999,0,0,,,1
-0.378743,0.262609,3.6655,1,0,0,0,1,0,0,0,0,,-999,0,0,,,1
-1.84985,3.07024,0.607597,1,0,0,0.374507,0,0.724594,0.724594,0.724594,0,,-999,0,0,,,1
0.0667379,1.96799,3.42563,1,0,0,0,1,0,0,0,0,,-999,0,0,,,1
-1.11079,0.153716,0.934327,1,0,0.521979,0.823415,0.389479,1.71172,0.994441,0.994441,0.429485,,-999,0,0,,,1
-2.25173,0.37617,4.76732,-1,0,0.542181,2.36209,0.651178,2.51897,1.84577,0.673195,0.81834,,-999,0,0,,,1
0.548149,1.27999,2.94517,1,0,0.591928,2.09935,0.180891,2.80025,1.25619,0.741264,0.618402,,-999,0,0,,,1
-1.29663,0.894311,6.09064,1,0.746028,0,1.94685,0.60466,1.17179,0.690171,0,1.79222,,-999,0,0,,,1
2.22927,-2.58332,3.34645,-1,0,0.746643,0.553165,0.771881,0.752531,0.401569,0.350962,2.54632,,-999,0,0,,,1
1.31816,-0.0875482,1.91326,1,0,0.753556,6.0267,0.269804,9.7687,6.84979,0.899428,0,,-999,0,0,,,1
-2.02427,2.72009,0.536696,1,0,1.03508,1.56464,0.326228,4.5009,3.50482,0.996079,2.17925,,-999,0,0,,,1
-0.415436,-0.977145,1.43397,-1,0,1.13159,0,1,0,0,0,0.429146,,-999,0,0,,,1
0.927419,0.442063,2.9102,-1,0,1.18734,0,1,0,0,0,1.41616,,-999,0,0,,,1
-0.182319,-1.40736,1.05396,-1,0,1.40699,0,1,0,0,0,0,,-999,0,0,,,1
1.75876,-1.80282,0.92232,1,1.92947,0,0.467191,0.569288,0.971901,0.526292,0,1.2846,,-999,0,0,,,1
-1.16139,-0.623854,4.25776,-1,0,2.3918,0,1,0,0,0,1.94239,,-999,0,0,,,1
1.87465,0.300078,1.00386,-1,0,2.4667,0.694227,0.817431,0.719335,0.719335,0.719335,2.2414,,-999,0,1,,,1
-0.709786,-2.51476,2.42458,-1,0.974094,2.38619,0,1,0,0,0,0.944583,,-999,0,0,,,1
0.952146,2.53848,2.28136,1,3.75251,0,0.647013,0.792589,0.280752,0.280752,0.280752,1.07285,,-999,0,0,,,1
2.17896,1.34313,1.23037,-1,6.36341,0,1.00578,0.522362,2.35507,0.682892,0.682892,2.57559,,-999,0,0,,,1
