pos_x,pos_y,pos_z
0.0349465,-0.0339382,0.0844321
0.152239,-0.152356,0.59899
0.268824,-0.271459,1.11354
0.38471,-0.391233,1.62808
0.499914,-0.511655,2.14262
0.614463,-0.632699,2.65716
0.728396,-0.754325,3.17169
0.841768,-0.876485,3.68622
0.954661,-0.999112,4.20074
1.0672,-1.12212,4.71525
1.17955,-1.24537,5.22974
1.29152,-1.36908,5.74421
1.40281,-1.49346,6.25866
1.51354,-1.61835,6.77312
1.62395,-1.74352,7.28758
1.73475,-1.86831,7.80205
1.84622,-1.99245,8.31652
1.95781,-2.11647,8.831
2.0703,-2.23967,9.34547
2.18294,-2.36272,9.85995
2.29586,-2.48561,10.3744
