et,eta,theta,phi
24.2036,2.28453,0.202944,-1.27655
24.3223,0.390764,1.18961,1.88834
20.2383,0.387806,1.19236,0.665323
18.3996,-0.603569,2.14074,-0.851897
16.1178,3.44493,0.0637921,2.55823
15.4427,2.23088,0.214047,1.04139
15.3689,3.08899,0.091033,-2.27802
14.4552,-3.18792,3.05912,0.576074
12.8946,1.73534,0.349093,2.54946
12.3414,-1.53108,2.71555,0.056531
10.8963,-3.72782,3.09351,1.40291
10.5869,3.4142,0.0657817,-1.25295
10.4687,3.62332,0.0533753,1.28187
10.168,-4.1242,3.10924,-2.23438
10.6089,-1.05997,2.47455,1.89718
10.0386,1.11171,0.635681,-1.60633
9.46497,4.2976,0.0272005,-0.568833
8.74282,2.7989,0.121604,-0.161621
8.80916,-0.794452,2.29285,-1.9603
8.36248,-2.64621,2.99999,-0.751948
8.09179,-3.76918,3.09546,-0.530786
7.91424,-2.24239,2.92998,1.99474
7.7862,-1.79728,2.81308,-2.33431
8.04368,0.457906,1.1281,-2.55152
7.54839,-4.51331,3.11967,2.81395
7.49372,4.07169,0.0340939,-2.64531
7.40053,-1.42761,2.67073,3.06406
7.06163,-3.17762,3.05827,-1.5151
6.98386,-2.90877,3.03262,2.78122
7.37172,-0.529634,2.07728,0.227656
5.95203,4.67547,0.0186417,0.522472
5.24843,4.67515,0.0186476,-1.62515
4.76681,-4.63277,3.12214,-1.37955
4.92807,0.237379,1.33562,-1.63571
4.4052,4.49627,0.0223001,2.36801
4.03884,2.26486,0.206947,2.02195
4.03103,1.35414,0.505306,-0.572638
3.95485,-1.67214,2.77023,1.00606
3.90752,1.66015,0.375737,0.32204
3.87771,2.14981,0.231966,-2.48821
3.99323,0.339975,1.23719,2.85973
3.70966,-4.76201,3.1245,1.73801
3.76625,-0.494834,2.04659,-2.83158
3.55882,-1.575,2.73334,-1.15893
3.19603,4.8319,0.0159424,1.42892
