pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
2.09502,1,0.0007409,0.000608293,-0.0102028,-1.36788,-2.19927,0
8.90179,1,0.000690309,0.000614087,0.0024334,-2.35714,-1.49086,0
