et,eta,theta,phi
79.0795,-2.62072,2.99635,0.156748
72.3536,0.0423085,1.5285,-2.20895
57.0516,-2.48728,2.9757,2.15043
42.804,-0.531853,2.07921,1.7159
23.4508,0.772341,0.865462,-1.3383
22.388,1.23586,0.565591,1.6134
21.0666,-1.16672,2.53785,-2.01373
18.1628,-1.36385,2.64097,-0.579891
15.3234,3.33485,0.0712099,-1.53838
14.7082,-3.16939,3.05758,2.66942
14.8212,-0.685525,2.20819,0.869596
13.8417,-0.175633,1.74553,-0.788544
12.9292,2.06027,0.253473,-1.50041
12.1754,-3.8605,3.09948,1.44932
12.1944,-2.56524,2.98809,-1.77513
11.9333,2.92564,0.107158,2.98641
11.5458,-1.89179,2.84224,1.26235
11.9086,0.394375,1.18626,0.217284
10.0359,2.85571,0.114903,-0.143151
10.1169,1.16833,0.602827,-2.41675
9.34372,-4.31298,3.11481,-1.42339
9.31779,-3.2221,3.06189,-0.808754
8.31596,3.67107,0.0508876,1.74396
8.42157,1.54589,0.419962,0.147793
8.2559,2.57521,0.151983,1.69603
7.96857,-4.37821,3.1165,-2.93529
7.74126,3.99304,0.0368829,0.3337
7.56729,4.35769,0.0256144,2.73044
6.86544,-1.55012,2.72335,2.97354
6.73536,-4.58858,3.12126,0.461981
6.72702,1.35464,0.505064,2.43419
6.95281,0.142491,1.42878,2.93036
5.96921,4.13576,0.0319783,-0.691618
5.34666,-2.93531,3.03546,-2.54136
4.79855,4.39384,0.0247052,-1.97168
4.53084,-2.9746,3.03955,1.31618
4.16662,-4.23635,3.11267,2.27954
4.45463,0.446855,1.13811,1.8261
4.03937,2.56065,0.154203,-2.63391
4.0655,1.71595,0.355784,-0.757507
3.9092,-0.631315,2.16392,-2.83788
3.72201,3.21448,0.080309,0.891577
3.26286,-1.96617,2.86342,-0.277224
3.16835,-1.39056,2.65364,2.0271
