et,eta,theta,phi
64.8071,-1.45761,2.68415,-2.66921
39.2446,3.17469,0.0835651,0.911754
34.5118,-0.0478636,1.61864,0.759081
29.5614,0.834028,0.819437,-0.892307
24.4622,-1.30584,2.61241,0.0606742
23.4118,-1.12465,2.51355,-1.44778
21.8765,-2.64745,3.00017,-2.23216
22.4456,1.38043,0.492726,0.631144
23.2026,0.510009,1.08156,-2.16346
19.2476,-1.59566,2.74147,2.05386
18.3771,0.505673,1.08539,1.80088
13.3037,-3.25198,3.06424,1.74253
13.7189,0.2385,1.33453,-0.0971843
12.5877,1.82274,0.320394,-2.73047
13.0462,0.843354,0.812643,-3.11729
11.8798,-3.78422,3.09615,2.63949
11.5773,2.19583,0.22162,1.23995
11.6209,-0.262511,1.83034,3.13674
10.701,2.48197,0.166768,-0.569339
10.3779,3.97096,0.0377061,2.91989
10.0045,4.37728,0.0251175,-0.420132
9.99296,-2.60362,2.99385,0.977838
9.28149,-0.558264,2.10214,2.17601
8.7382,4.40691,0.0243845,-2.35908
8.73126,4.0714,0.0341037,1.26543
8.1274,-0.22235,1.79134,-1.30265
7.65397,-2.87748,3.02916,-0.983237
7.73517,1.42616,0.471525,-1.78495
7.5216,2.89703,0.110262,2.40461
7.50352,1.51692,0.431931,2.119
7.25985,4.09161,0.0334216,-1.44832
7.21787,-3.71037,3.09267,0.0658423
6.88605,-2.53366,2.98319,2.61316
6.67243,-4.08349,3.1079,-2.50506
5.13809,-2.35251,2.9519,-0.10081
5.01106,4.67452,0.0186594,2.25835
4.80375,-1.15754,2.53262,1.18404
4.64639,-4.78683,3.12492,-0.0313167
4.43273,3.35662,0.0696776,-2.32737
4.22938,1.61953,0.390929,-0.291602
3.95899,2.40271,0.180453,-2.08897
3.94148,-4.35038,3.11579,-1.18278
3.82496,-3.88008,3.1003,1.10364
3.59899,-1.79071,2.81096,-1.8309
3.37385,2.1965,0.221474,2.9317
3.3264,-3.58092,3.08591,-1.86379
3.18273,-4.76223,3.1245,2.74807
