pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
4.8888,1,0.00072616,0.00059032,-0.0647187,-2.19331,-0.278077,0
13.0616,1,0.000649262,0.000627159,-0.0648034,-1.94493,1.09006,0
5.62943,-1,0.000725473,0.000597272,-0.064789,1.19849,1.02929,0
1.09741,1,0.000724275,0.000505979,-0.0379491,-2.98011,1.63359,0
1.07503,1,0.000372528,0.000643317,0.0392908,-1.69553,-1.6739,0
