et,eta,theta,phi
58.7044,1.16342,0.605619,-2.05049
52.2797,1.20719,0.581145,1.37642
42.9668,-0.362674,1.92577,-2.35295
35.3438,1.63104,0.386563,-2.92508
36.7651,-0.596053,2.1344,-1.20555
33.324,-1.45878,2.68467,2.52186
28.9272,-3.00354,3.04245,-1.35552
28.6344,3.47534,0.0618831,-0.0448962
28.6301,0.872471,0.791713,0.360921
24.2055,3.15578,0.085159,1.95286
26.6996,-0.187296,1.75701,1.26694
23.473,3.13788,0.0866948,0.952596
21.0597,4.33695,0.0261511,1.56524
20.4284,3.35241,0.0699715,-1.21872
19.9763,-3.20153,3.06024,-0.178806
19.6834,-1.73463,2.79226,-1.32069
20.8392,0.228248,1.3445,2.91419
18.2414,-2.28924,2.9396,0.11202
18.4725,1.50289,0.437841,2.38271
17.5178,3.92354,0.0395366,3.00686
17.1078,-1.02643,2.45352,-0.211453
16.414,-1.65181,2.76278,-2.5976
16.0783,2.90241,0.109671,-2.69998
15.485,-3.874,3.10005,1.42962
15.2382,-2.43434,2.96673,1.71217
14.8542,-3.30192,3.068,-3.10351
13.81,2.05216,0.255515,0.621201
13.1221,4.32598,0.0264395,-1.25493
13.6098,-0.35484,1.91842,2.137
12.9361,-4.33849,3.11548,-1.67179
12.7247,2.0481,0.256544,-0.437414
12.6984,-1.26672,2.59232,0.689764
11.9971,-4.31026,3.11473,2.97589
12.7035,0.456974,1.12894,-0.518871
10.526,4.00089,0.0365948,-2.15635
10.3443,-4.11016,3.10879,-0.569746
9.66935,-3.41553,3.0759,-2.30458
9.642,-1.42539,2.66972,1.64085
9.12993,4.33661,0.02616,0.479822
8.97031,-4.44429,3.1181,0.646743
8.59429,-3.16355,3.05709,0.836591
8.07281,1.37553,0.495049,-1.17794
7.6022,-2.90643,3.03236,2.27428
7.2854,-0.803797,2.29984,3.09629
5.93408,-4.60951,3.12168,1.9798
5.7574,2.12403,0.237968,-1.66423
5.30358,2.10342,0.242876,1.78028
4.97036,0.648395,0.963574,-2.71381
4.70181,4.77052,0.0169516,2.41682
4.4896,0.453741,1.13187,-1.46546
4.17157,2.62024,0.145314,2.7078
3.66585,4.96981,0.0138888,-2.62806
