pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
1.27357,1,0.000700529,0.000713064,0.060091,-3.08605,-2.30144,0
1.24573,-1,0.00142938,0.000854213,-0.0206581,1.85605,-2.20862,0
