et,eta,theta,phi
57.9928,-0.180914,1.75073,-2.14639
41.3346,-1.33591,2.62739,1.94417
38.0523,-0.749252,2.25842,0.435127
35.0635,0.600639,1.00332,1.57927
33.5555,0.470326,1.11691,-1.13368
28.1942,2.26679,0.206552,1.31824
24.3445,2.24291,0.211506,-1.62204
23.0748,0.297025,1.27805,2.95901
19.8168,1.78698,0.331851,-0.255151
18.5223,-0.552364,2.09704,2.34399
18.7452,-0.321453,1.88685,-0.437497
16.5885,1.3629,0.501083,3.09583
13.5884,1.3819,0.492029,-2.06659
12.4759,4.28048,0.0276702,0.574234
11.2494,-4.30399,3.11457,-0.536829
10.6507,3.03017,0.0965398,0.60367
10.8037,-1.63718,2.75733,-0.806174
10.5984,-3.9351,3.10251,2.04603
10.9358,1.10658,0.638738,0.506513
10.2147,-2.32506,2.94666,2.49962
9.96126,4.3835,0.0249619,-0.987529
9.96926,-2.97422,3.03951,0.961893
10.2383,-0.989104,2.42948,-1.7587
9.16756,4.28827,0.0274556,1.73065
8.45527,-3.79405,3.09659,-1.6552
8.16612,3.21403,0.080345,-1.01584
6.52548,-3.10579,3.05207,-0.812696
6.40569,-2.86885,3.02819,-2.50843
5.8835,-0.604623,2.14163,1.2597
5.55561,3.61622,0.053755,-0.237016
5.49769,3.40037,0.0666971,2.35786
5.27019,-2.25227,2.93204,-1.72044
4.93789,2.13875,0.234523,2.27995
4.90147,-0.91426,2.37918,-2.79082
4.70203,3.66708,0.051091,-2.20301
4.57399,-3.86868,3.09983,-3.08125
4.24415,2.97716,0.101787,-2.969
3.97512,0.292097,1.28277,0.642229
3.85827,-1.88653,2.84069,1.07222
3.80073,0.668252,0.94736,-0.324418
3.51912,-3.81762,3.09764,0.240499
3.48143,2.23516,0.21314,-2.46285
3.19359,-1.86452,2.8341,-2.98873
3.11585,-2.1619,2.91239,0.112456
