pt,charge,pos_x,pos_y,pos_z,phi,eta
27.8533,-1,0.000706306,0.000608701,-0.0633414,1.91092,-1.33245
40.1528,-1,0.000717947,0.000596198,-0.0634113,-2.12755,-0.145654
20.7744,1,0.000704554,0.000598847,-0.0633716,0.428855,-0.766276
15.0707,1,0.000673369,0.000606077,-0.0633782,1.5969,0.574814
