pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
28.6462,-1,0.000732462,0.000588054,-0.0415905,1.91218,-1.33519,0
43.9298,-1,0.000655872,0.000640334,-0.078936,-2.12603,-0.142991,0
22.2538,1,0.000677657,0.000684082,-0.00125705,0.418693,-0.779161,0
15.3758,1,0.000701311,0.000617522,-0.0649418,1.59522,0.569707,0
