pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
2.06272,-0.233066,-0.154099,-1,0.0007022,0.000569556,0.0399465,2.03828,-0.316606,-0.485115
2.65992,2.00597,-2.18704,1,-0.0105003,0.00913216,-0.0599866,-1.53737,-2.17063,9.70707
