pos_x,pos_y,pos_z
-0.0158083,0.0401053,-0.0158427
-0.155821,0.345405,-0.0696879
-0.307174,0.639888,-0.122164
-0.469355,0.924051,-0.173293
-0.64195,1.19831,-0.223047
-0.824717,1.46291,-0.271339
-1.01769,1.71786,-0.318009
-1.22126,1.96285,-0.362803
-1.43612,2.19725,-0.405354
-1.66332,2.42018,-0.445134
-1.90419,2.63049,-0.48137
-2.15771,2.8277,-0.52069
-2.41724,3.0173,-0.567705
-2.67804,3.2046,-0.619424
-2.93904,3.39104,-0.674053
-3.20095,3.57617,-0.730656
-3.45874,3.76515,-0.78803
-3.7128,3.95742,-0.847089
-3.96377,4.15247,-0.90726
-4.20881,4.35345,-0.966936
-4.44877,4.55951,-1.02613
