et,eta,theta,phi
85.0856,-1.80226,2.81468,-2.73548
80.3146,2.26301,0.207327,0.110774
67.8174,-0.059477,1.63024,-0.840097
49.1474,-0.0928006,1.66346,1.74736
44.0273,0.823066,0.827478,3.01595
19.3464,1.35317,0.505773,0.890646
15.1338,3.12122,0.0881494,0.861637
14.5718,1.31129,0.526437,-0.646635
13.933,-3.11397,3.0528,2.46326
15.057,-0.242901,1.81134,-1.83312
13.9061,-1.27432,2.59628,-1.56725
12.4886,-3.10956,3.05241,-1.07383
12.2355,0.426883,1.15632,0.212181
11.4958,1.7764,0.335314,-2.89532
11.2818,-4.19692,3.11151,0.836525
10.7917,-4.19418,3.11143,-0.810854
9.61236,-4.11474,3.10894,2.56484
9.33777,4.06743,0.0342394,-2.29359
8.33681,2.40955,0.17923,2.29802
8.32332,-1.21312,2.56369,-0.495246
7.4513,-1.50845,2.7061,2.64508
7.4994,-1.01716,2.44762,0.662462
7.41616,0.934111,0.748802,-1.68151
7.10878,1.71528,0.356019,1.79468
6.69137,2.84631,0.115986,-1.37983
6.45418,-4.11693,3.10901,-2.38617
6.41746,-1.93844,2.8557,1.39538
6.54669,0.171046,1.40058,1.00344
6.01388,3.99836,0.0366874,0.298051
6.12358,-0.513347,2.06298,2.58956
5.45743,2.78418,0.123402,3.13579
5.37759,3.7454,0.0472437,1.98591
5.26934,4.29657,0.0272286,-0.824754
5.04586,-2.33097,2.9478,-0.614334
4.40573,-3.29777,3.0677,1.53709
4.06717,0.739005,0.891117,1.86952
3.86139,-2.92522,3.03439,-2.23651
3.7241,4.77939,0.0168019,-2.27052
3.4769,2.39958,0.181016,-2.07186
3.14676,4.69337,0.018311,2.1201
3.12906,-3.35535,3.07183,-0.0823872
