pt,charge,pos_x,pos_y,pos_z,phi,eta
9.8888,1,0.000743,0.000615259,0.0239389,-1.10873,2.24745
1.099,1,0.00072875,0.000735487,-0.0627092,-0.17302,1.75337
1.0104,-1,0.000562776,0.000532172,0.0236193,-1.14405,2.21504
2.56843,-1,0.000557313,0.000579295,0.0234188,-1.43285,1.73923
