pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
10.0609,1,0.000680245,0.000585223,-0.00448545,-1.12527,2.24968,0
0.875514,-1,0.000784996,0.000608818,0.0115234,-1.57422,3.5928,0
