isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000720051,0.000602348,0.0239612,2.58505e-05,2.58541e-05,6.4661e-05,26.3653,36.9093
1,0,0.000710038,0.000611783,0.00839447,2.2712e-05,2.72025e-05,3.54318e-05,45.9338,57.8502
1,0,0.000717447,0.000605222,-0.0213957,2.41088e-05,2.73852e-05,2.53473e-05,58.071,61.9349
1,0,0.00069057,0.000593907,0.0231302,3.34962e-05,2.52387e-05,3.33572e-05,43.4248,53.3063
1,0,0.000666114,0.000553344,-0.0161406,2.65462e-05,2.96243e-05,2.62637e-05,50.6102,80.295
1,0,0.000828195,0.000668952,-0.0380293,4.45829e-05,5.33314e-05,5.82248e-05,18.2488,21.9302
1,0,0.000734834,0.000606229,0.034437,4.8222e-05,3.74452e-05,5.11211e-05,26.5302,33.3406
1,0,0.00063524,0.000613223,-0.062848,5.46099e-05,5.80282e-05,8.79199e-05,14.0997,20.1266
1,0,0.000652124,0.000660232,-0.0786406,7.42903e-05,6.20525e-05,7.01393e-05,13.573,20.1603
1,0,0.000652435,0.000574988,-0.0747957,6.88459e-05,5.97722e-05,8.67266e-05,10.1335,16.7516
1,0,0.000615134,0.000631076,-0.0572563,0.000100441,8.26409e-05,0.000184068,5.12191,10.6872
1,0,0.000530616,0.000578754,-0.0860634,6.23068e-05,5.73313e-05,7.73924e-05,17.9832,22.6464
1,0,0.000722815,0.000685061,-0.0478114,7.76769e-05,9.56931e-05,0.000147793,8.95165,12.4962
1,0,0.000466923,0.000617945,0.0576433,9.58257e-05,8.91097e-05,0.000131185,18.3826,15.7875
1,0,0.000714333,0.000563861,0.0556446,6.82531e-05,6.37355e-05,6.94482e-05,1.47064,8.79571
1,0,0.000727332,0.000594323,-0.00626573,0.000104521,6.37763e-05,9.50424e-05,3.17649,3.02203
1,0,0.000740009,0.000531204,-0.068903,0.000119656,7.48133e-05,0.000106453,21.27,17.0948
1,0,0.000746249,0.000664245,0.00470262,0.000258505,0.000135011,0.00040831,5.32635,2.3226
1,0,0.000624619,0.0014089,0.0149728,0.000312541,0.000601615,0.00088595,0.00328805,0.95598
1,0,0.000457986,0.000617512,-0.019126,0.000166247,0.000163206,0.000247992,5.34057,4.58989
