et,eta,theta,phi
39.4177,-1.27197,2.59506,1.98434
40.0328,-0.876806,2.35296,0.760911
36.0696,0.317303,1.25869,-0.787768
32.8332,2.17151,0.227029,-1.15612
32.3583,-2.65608,3.00138,3.08742
30.8884,0.908187,0.766618,-2.47949
31.8808,0.346129,1.23138,1.80983
30.7858,-0.51006,2.06008,-1.78341
28.9522,-0.338498,1.90301,3.03421
27.3606,0.439467,1.14483,0.381817
24.6355,-3.11449,3.05285,-1.69566
24.1259,-2.9667,3.03874,0.96084
24.2933,-1.85688,2.83178,0.101782
22.5044,2.8515,0.115387,1.85856
21.9345,-3.1231,3.05361,-0.665837
20.9793,-4.11904,3.10908,0.13896
21.3119,1.41361,0.477256,2.63964
20.6133,2.91243,0.10858,-2.95219
18.1206,-1.96606,2.86339,-1.25449
17.6911,-3.27742,3.06618,2.10875
17.3774,-4.38215,3.1166,-1.30783
17.5084,1.48929,0.443643,1.12875
17.1976,-1.5168,2.70961,-2.99597
16.6813,-4.31397,3.11483,2.74507
16.1491,2.87425,0.112797,-0.482451
17.0859,-0.807877,2.30288,-0.341898
14.8834,-4.29552,3.11434,1.44337
14.1427,3.00934,0.0985686,-1.91943
14.0899,1.41573,0.476284,-0.354458
13.5801,4.2586,0.0282822,2.05757
13.3409,4.14224,0.0317718,0.891386
13.205,-3.38698,3.074,-2.60663
12.9659,3.12199,0.0880822,0.621036
11.8644,3.77598,0.0458214,-1.26661
8.59219,4.78617,0.0166884,-2.38404
7.76956,3.90593,0.0402389,-2.86747
7.49521,4.81504,0.0162134,0.0892615
7.27277,-4.21756,3.11213,-2.34864
6.88704,1.1606,0.607222,-1.58505
6.07978,-1.82986,2.82343,0.961665
5.92709,-2.2067,2.92235,2.16412
5.54599,-4.8341,3.12569,-0.385295
5.0675,2.21108,0.218294,2.63996
4.92004,4.76401,0.0170623,-0.993615
4.8536,1.8215,0.320787,-2.51112
4.91992,-0.167072,1.7371,1.21309
4.76619,-0.780511,2.28233,-1.06298
4.07629,2.00933,0.266566,0.314569
4.04585,-1.65158,2.7627,-2.13526
3.8875,4.82577,0.0160405,2.82872
