pos_x,pos_y,pos_z
0.102461,0.24499,-0.195329
0.238013,0.533721,-0.47011
0.386907,0.811981,-0.74172
0.548575,1.07968,-1.01069
0.72254,1.33665,-1.27752
0.908567,1.58244,-1.54275
1.1067,1.81623,-1.80692
1.31739,2.03661,-2.07072
1.54128,2.24154,-2.33511
1.77915,2.42822,-2.60151
2.03138,2.59332,-2.87205
2.29028,2.74565,-3.14653
2.54819,2.89739,-3.42224
2.80458,3.04997,-3.69858
3.05921,3.20412,-3.97519
3.31202,3.36027,-4.25182
3.56154,3.52108,-4.52771
3.80524,3.69045,-4.80205
4.04748,3.86196,-5.07601
4.28466,4.03912,-5.34996
4.51486,4.22304,-5.62461
