et,eta,theta,phi
98.9391,0.587905,1.0141,-1.87527
89.0925,-0.687831,2.21004,1.23726
21.2468,-1.20487,2.55917,-0.144277
19.8068,3.35248,0.0699666,-2.63598
19.0344,-3.96744,3.10375,0.914626
17.9561,1.92151,0.290708,-2.29308
18.7088,0.161341,1.41015,2.54626
16.0693,0.16089,1.4106,0.467337
14.8442,-0.472362,2.02651,-2.31355
13.4739,-1.81972,2.82024,0.962075
13.088,4.12756,0.0322415,-1.69617
12.8624,2.92676,0.107039,-0.917988
12.4967,3.74964,0.0470438,1.69961
12.4907,-2.40221,2.96105,-0.70887
12.2624,-1.74121,2.7945,3.12691
11.6287,-4.26291,3.11343,2.13768
11.2071,-3.32103,3.06939,-1.39547
11.2779,1.09499,0.645676,-0.94979
10.5081,2.01166,0.265954,0.257992
10.6606,0.74151,0.88917,-2.8163
9.78288,-1.81078,2.81741,-2.07393
9.56748,3.07004,0.0927717,0.17465
8.91916,-2.99676,3.04178,-2.69501
8.75427,4.14939,0.0315455,-0.363291
8.73843,1.83309,0.317153,1.27998
8.25025,-1.16687,2.53794,2.36545
6.81835,-4.58463,3.12118,-1.14382
6.81424,-4.59617,3.12141,-0.0492304
6.58882,-4.21523,3.11206,-2.02404
6.71829,0.678278,0.939243,1.40141
5.64835,2.47226,0.168389,-3.12685
5.57885,3.79962,0.044751,0.772948
5.2249,-2.09661,2.89707,1.76774
5.15991,-4.76847,3.12461,1.34888
4.97828,-3.09999,3.05155,-0.0396313
4.93343,1.06833,0.661894,0.205303
4.9321,-0.496739,2.04828,-3.03103
4.43425,-2.96453,3.03851,0.988507
4.41614,2.0819,0.248105,-1.39192
4.2573,2.64565,0.141681,1.35531
3.72391,3.49073,0.0609383,2.7447
3.77044,-1.05327,2.47039,-1.26934
3.48448,4.7896,0.0166312,0.73784
3.40117,2.34598,0.190924,2.44856
3.30544,4.41477,0.0241934,-2.70697
3.35941,1.28692,0.538812,2.49062
3.00668,-2.73697,3.01224,2.12268
