eta,phi,pt,charge,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision
-2.13029,-1.47968,2.31035,1,0,0,0.993935,0.402676,0.428542,0.428542,0.428542,0.288895,,-999,0,0,,,1
0.792333,-0.018931,1.09075,-1,0,0,0,-1,0,0,0,0,,-999,0,0,,,1
-0.0396564,0.306111,1.14402,1,0,0,1.43034,0,2.24259,1.25168,0,0,,-999,0,0,,,1
-2.24111,0.957572,1.96563,1,0,0,0.97451,0.688803,0.438984,0.438984,0,0.971646,,-999,0,0,,,1
0.22116,-1.62392,2.6409,1,0,0.88107,0,1,0,0,0,1.38866,,-999,0,0,,,1
1.17241,2.88086,1.20382,1,0,1.10919,0,1,0,0,0,0,,-999,0,0,,,1
-0.0386168,0.901491,0.729223,1,2.56127,0,1.43034,0,1.96374,1.96374,0,0,,-999,0,0,,,1
-1.57245,1.20421,36.7351,-1,13.1094,3.39311,29.7037,0.196218,1.47504,1,1.4613,0.307433,,-999,0,0,,,1
-1.27605,-1.89865,38.1898,-1,9.73395,13.1599,1.98432,0.891953,0.639247,0.242077,0,4.88725,,0.219241,1,0,,,1
0.499293,2.03099,7.06781,-1,0,0,0,-1,0,0,0,0,,-999,0,0,,,1
-1.8461,1.75814,2.6292,-1,1.16048,1.16656,0.857726,0.573902,3.39245,1.44124,0,0,,-999,0,0,,,1
2.88686,0.362523,8.11666,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.31651,-0.0566045,6.72928,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.71139,2.98296,6.99094,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.91131,1.58904,7.19618,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.43135,-0.452265,7.47426,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.76679,-2.21678,3.77571,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.04178,0.540194,7.90955,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.87216,-1.37184,8.04359,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.08266,-1.22294,6.24309,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.90228,0.28053,8.22233,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.72483,2.9672,8.30347,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.85458,2.35668,8.44532,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.19408,-0.44416,8.47546,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.97464,-2.21658,8.52957,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.15627,-1.28638,3.46111,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.0745,0.985437,3.44623,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.49684,2.80754,3.96463,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-0.952884,1.32995,5.09305,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.58702,1.89624,4.07955,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.20473,-0.73947,5.95501,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.39269,-0.154072,4.11107,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.71251,1.62977,4.1806,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.89386,-2.79774,4.18479,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.5732,1.51545,5.49906,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.06013,-3.06378,5.40611,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.87812,1.52012,4.32402,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.71769,2.24176,4.36356,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.57331,0.200914,3.16217,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
1.7187,-2.15517,4.69995,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
