et,eta,theta,phi
216.368,1.08507,0.65167,-3.12353
204.93,1.27823,0.543292,0.241184
77.1609,2.1542,0.230959,-0.670628
46.922,0.959184,0.73189,2.20601
32.065,1.03553,0.68231,-1.8327
27.7044,-0.658753,2.1865,2.00856
25.7268,1.19089,0.590153,1.32005
25.8993,0.26249,1.31127,-0.721423
23.9199,-0.47445,2.02839,0.0533593
19.1265,2.62344,0.144852,1.66176
19.3202,-0.23585,1.80449,-2.77455
17.5883,3.33285,0.0713521,-0.790144
17.5012,2.66453,0.13904,-2.03305
17.4149,-1.54197,2.72003,-2.21566
16.7514,3.73561,0.0477082,1.29695
16.1557,3.87082,0.0416765,-1.79029
13.9703,3.7559,0.0467502,-3.00872
13.4677,-3.79998,3.09686,0.231053
13.463,-1.23758,2.57692,0.880337
12.6711,-4.25013,3.11307,2.56451
12.5142,2.29081,0.201683,0.748118
12.387,-2.18705,2.91803,-0.286112
13.2411,-0.706114,2.22463,-1.26696
12.2505,2.7348,0.129632,2.9094
11.5782,-2.20376,2.92171,2.27021
11.2634,-3.76626,3.09532,-1.33301
10.4509,4.57256,0.0206621,2.3956
10.4543,-3.3199,3.06931,2.99577
10.7302,-0.919792,2.38299,2.87875
10.1868,-2.78737,3.01858,0.773045
9.75183,2.94195,0.105428,0.109138
9.27965,2.02839,0.261592,2.4812
9.26583,-2.30063,2.94187,-1.60307
8.60456,4.29737,0.027207,-0.587775
7.96936,-3.32055,3.06936,1.54916
7.86836,-4.44992,3.11823,0.908322
7.11299,1.77468,0.335883,-1.43042
7.02042,-4.67409,3.12293,-0.680545
6.52707,-4.47588,3.11883,-2.48663
6.06138,4.33081,0.0263122,0.493736
6.0157,-1.49876,2.702,2.02673
5.74287,4.84619,0.0157162,-1.52504
6.1127,0.230725,1.34209,0.653263
5.56699,3.59227,0.0550573,2.19192
5.52299,0.495315,1.09457,-2.37145
4.16793,4.79262,0.0165811,-2.73272
3.9332,4.99119,0.013595,1.43016
3.54896,-2.97393,3.03948,-0.413506
3.329,-1.54115,2.71969,-1.10334
